Title,Price,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Condition,Quantity,Description 1,Description 2,Description 3,Description 4,Description 5,Description 6,Description 7,Description 8,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Policy,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM,META_purchaseCost,META_fullCost,META_sellPrice
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Yellow,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in yellow color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and so,ld as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599913&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025521,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Yellow Orange,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in yellow orange color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable, and sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599942&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025522,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Orange,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in orange color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and so,ld as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599914&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025523,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Holiday Red,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in holiday red color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable a,nd sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599912&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025526,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Red,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in red color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sold ,as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599910&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025527,PACK OF 100,$1.94,$2.23,$2.59
EVA Foam Yoga Block - 4 inch - Blue,$10.49,Sporting Goods,Exercise & Fitness,,,,,New,10000,Wai Lana Blue EVA Foam Yoga Block measuring 4 in x 9 in provides stability and alignment assistance. It is ideal for developing flexibility and assisting people who cannot get all the way down to the floor on their moves and stretches.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598802&Rendition=Small,,,,,SUPPLIES,PHYSICAL EDUCATION,FITNESS,YOGA/PILATES,,School Specialty,025602,EACH,$7.87,$9.05,$10.49
Champion Catch-A-Ball Tethered Ball Game - Set of 6 - Assorted Colors,$15.69,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Champion Catch-A-Ball Tethered Ball Game is perfect for developing hand eye coordination and the ball is made of durable polyurethane. The set includes 6 balls with one each in red, yellow, blue, orange, green and violet.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598805&Rendition=Small,,,,,SUPPLIES,PHYSICAL EDUCATION,LEADUP SKILLS,THROWING/CATCHING,,School Specialty,025649,SET OF 6,$9.41,$10.82,$15.69
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Pink,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in pink color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sold, as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599911&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025673,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Lilac,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in lilac color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sol,d as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599931&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025674,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Magenta,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in magenta color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and s,old as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599925&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025675,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Violet,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in violet color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and so,ld as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599924&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025676,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Light Green,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in light green color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable a,nd sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599915&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025678,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Bright Green,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in bright green color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable ,and sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599916&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,025679,PACK OF 100,$1.94,$2.23,$2.59
Mondo Mania! - Spikey Glove,$4.99,Health & Beauty,Health Care,,,,,New,10000,Play Visions Spiky Gloves features soft spikes on one surface only and can be worn palm up or down. Gloves come in bright colors and is perfect to provide fun for children. The nubby feel of the spikes is usually irresistible to even the most tactile chil,d.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598812&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,SENSORY SOLUTIONS,TACTILE/PRESSURE,,School Specialty,025715,EACH,$3.74,$4.30,$4.99
School Smart Three-Hole Adjustable Paper Punch Semi-Adjustable 2 or 3-Hole Punch,$8.29,Office Supplies,Paper Handling,Hole Punches,,,,New,10000,School Smart Three-Hole Adjustable Paper Punch featuring rugged reliability can punch up to 12 sheets of 16 lb paper. Three-hole adjustable paper punch can be easily transformed into two-hole punch by neutralizing center head. Punch has black enamel finis,"h, non-skid base with removable chip tray and accurate built-in centering guide.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598841&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,PUNCHES,MANUAL,,School Specialty,025983,EACH,$6.22,$7.15,$8.29
Abilitations Integrations MegaChewlery Bracelet Set - Set of 7 - Multiple Colors,$38.99,Health & Beauty,Health Care,,,,,New,10000,"Mega Chewlery. 7 bracelet set. Use of this product should be supervised by an adult at all times. Abilitations Integrations. Set of 7 - Assorted Colors Helps prevent chewing of clothes, fingernails, etc Designed specifically to address oral chewing proble","ms Great oral-motor stimulating activity Non-toxic, colorful, plastic jewelry &quot;streeeetches&quot;",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598846&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,SENSORY SOLUTIONS,ORAL,,School Specialty,026042,SET,$29.24,$33.63,$38.99
Expo Bullet Tip Dry Erase Markers - Set of 4 - Assorted Colors,$6.19,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Expo Original Dry Erase Marker in assorted colors provides broad, bold markings for office as well as classroom to precision markings. Marker offers better organization and effective communication. Marker is ideal for smaller whiteboards and planners. Mar","ker renders bright and vivid messages. Bullet tip marker set of 4 includes black, red, blue and green colors.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598862&Rendition=Small,,,,,SUPPLIES,WRITING,DRY ERASE MARKERS,ORIGINAL BULLET,,School Specialty,026248,SET OF 4,$4.64,$5.34,$6.19
Abilitations SlantScript Board 9 x 13.5 inches,$48.99,Health & Beauty,Health Care,,,,,New,10000,"Abilitations Working at an angle with a book or writing paper promotes the development of proper hand and wrist position for handwriting and fine motor skills, as well as good visual tracking. Features a low angle (20) and is made of light weight Plexigla",s. Encourages better posture and positioning for writing or reading. Slantboards measures 9&quot;H x 13.5&quot;W (23cm x 34cm) with large metal clip to hold paper and no slip discs to prevent sliding. Smoke colored. ,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598865&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,EYE/HAND HELPERS,HANDWRITING,,School Specialty,026256,EACH,$36.74,$42.25,$48.99
Abilitations SlantScript BigBoard - 13 x 15 - Dark Blue,$57.99,Health & Beauty,Health Care,,,,,New,10000,"Abilitations Working at an angle with a book or writing paper promotes the development of proper hand and wrist position for handwriting and fine-motor skills, as well as good visual tracking. Features a low angle (20??) and is made of light-weight Plexig",las. Encourages better posture and positioning for writing or reading.  Slantboards measure 13&quot;H x 15&quot;W (33cm x 38cm) with large metal clip to hold paper and no-slip discs to prevent sliding. Dark Blue.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598866&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,EYE/HAND HELPERS,HANDWRITING,,School Specialty,026258,EACH,$43.49,$50.01,$57.99
Expo Chisel Tip Dry Erase Markers - Set of 8 - Assorted Colors,$11.39,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Expo Low Odor Dry Erase Marker in assorted colors provides bright and vivid messages. Marker specially formulated with low odour ink is ideal for whiteboard use in schools, small offices and homes. Marker with consistent color quality features a chisel ti",p and is sold as 8 per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598870&Rendition=Small,,,,,SUPPLIES,WRITING,DRY ERASE MARKERS,LOW ODOR CHISEL,,School Specialty,026284,SET OF 8,$8.54,$9.82,$11.39
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Dark Green,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in dark green color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable an,d sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599918&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026421,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Bright White,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in bright white color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable ,and sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599909&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026423,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Light Brown,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in light brown color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable a,nd sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599932&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026428,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Brown,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in brown color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sol,d as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599926&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026429,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Dark Brown,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in dark brown color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable an,d sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599927&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026430,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Gray,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in gray color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sold, as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599929&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026431,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 100 - Black,$2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in black color 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sol,d as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599928&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026433,PACK OF 100,$1.94,$2.23,$2.59
School Smart Heavyweight Construction Paper - 12 x 18 inches - Pack of 100 Sheets - Assorted Colors,$4.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in assorted colors 12&quot; x 18&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable an,d sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598882&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026434,PACK OF 100,$3.74,$4.30,$4.99
School Smart Heavyweight Construction Paper - 12 x 18 inches - Pack of 100 - Sky Blue,$4.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in sky blue color 12&quot; x 18&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and, sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599919&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026435,PACK OF 100,$3.74,$4.30,$4.99
School Smart Heavyweight Construction Paper - 12 x 18 inches - Pack of 100 - Turquoise,$4.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in turquoise color 12&quot; x 18&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable an,d sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599923&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026436,PACK OF 100,$3.74,$4.30,$4.99
School Smart Heavyweight Construction Paper - 12 x 18 inches - Pack of 100 Sheets - Blue,$4.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in blue color 12&quot; x 18&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and sol,d as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599920&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026437,PACK OF 100,$3.74,$4.30,$4.99
School Smart Heavyweight Construction Paper - 12 x 18 inches - Pack of 100 Sheets - Dark Blue,$4.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in dark blue color 12&quot; x 18&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable an,d sold as 100 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599921&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,026438,PACK OF 100,$3.74,$4.30,$4.99
"Funfidget Fidget Ball, Click Clack Molecule, Each",$6.99,Health & Beauty,Health Care,,,,,New,10000,"FunFidgets are popular fidgets, stress-reducers and hand strengtheners, Non-toxic and latex free. Each ball contains small parts warning and we recommend use for 5 years and up. NOT designed for heavy work or kids that take toys to the extreme as these fi","dgets may break. Our customers LOVE these! Colors vary. Click Clack Molecule Fidget Ball offers a great feel, plus it is irresistibly &quot;grabbable&quot;, almost impossible to put down. Variable resistance, with multiple smaller balls inside a clear cov","er, colors may vary. Sold as Single Unit Designed for students with special education needs Perfect for therapy activity or sensory calming Irresistable and fun to fidget Note: Colors may vary. There is no color choice.",,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598893&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,FINE MOTOR,STRENGHTENERS/FIDGETS,,School Specialty,026511,EACH,$5.24,$6.03,$6.99
"Funfidget E-Z Squeeze Ball, Solid, Each",$6.99,Health & Beauty,Health Care,,,,,New,10000,"FunFidgets are popular fidgets, stress-reducers and hand strengtheners, Non-toxic and latex free. Each ball contains small parts warning and we recommend use for 5 years and up. NOT designed for heavy work or kids that take toys to the extreme as these fi","dgets may break. Our customers LOVE these! Colors vary. Durable, fun squeeze balls provide fidget and stress relief. E-Z Solid Ball provides a firm resistance, solid color cover. Colors may vary. Sold as Single Unit Designed for students with special educ",ation needs Perfect for therapy activity or sensory calming Irresistable and fun to fidget Created by experts for home or classroom use,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598896&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,FINE MOTOR,STRENGHTENERS/FIDGETS,,School Specialty,026526,EACH,$5.24,$6.03,$6.99
Sportime Sqwhistle Squeezable Whistle - Multiple Colors,$16.69,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Sportime Sqwhistle Squeezable Whistle can be safely passed from teacher to teacher, teacher to student and student to student without any oral spread of bacteria because it never goes into a mouth. When the whistle?ÇÖs bulb is squeezed a whoosh of air is ","produced that blows its embedded whistle at a referee?ÇÖs pitch and volume. It allows referees to repetitively blow whistle, shout directions and even use arms to separate players, all at the same time.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1598898&Rendition=Small,,,,,SUPPLIES,PHYSICAL EDUCATION,ORGANIZATION,WHISTLES/LANYARDS,,School Specialty,026580,EACH,$12.52,$14.40,$16.69
