Title,Price,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Condition,Quantity,Description 1,Description 2,Description 3,Description 4,Description 5,Description 6,Description 7,Description 8,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Policy,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM,META_purchaseCost,META_fullCost,META_sellPrice
CPE EZ Stiffened Felt - 12 x 18 inches - Pack of 25 - Assorted Colors,$15.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Fibercraft & Textile Arts,Textile Art Materials,,New,10000,"CPE EZ Solid Stiffened Felt measuring 12 in x 18 in makes cutting, gluing and creating crafts easier. Stiffened felt is sold as 25 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1629883&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,FIBER ARTS,FELT,,School Specialty,1368379,PACK OF 25,$11.99,$13.79,$15.99
Childcraft Jumbo Animals from all 7 Groups - 39 Pieces,$203.99,Toys & Games,Toys,Building Toys,,,,New,10000,"Collection of all 7 sets of jumbo animals: jungle, farm, dinosaur, forest, pet, ocean and zoo. 39 total pieces. Standard Focus: life science, identify animal characteristics, sort &amp; classify. Category: Dramatic Play / Play Figures Sold as a Set of 7 S",hort name: Kit Complete Jumbo Animals Set Of 7 Childcraft Brought to you by School Specialty Childcraft Brand of Products,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1629894&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC BLOCK PLAY,ANIMALS,,School Specialty,1368472,SET OF 7,$152.99,$175.94,$203.99
Melissa & Doug Preschool Puzzles - Set of 12,$82.99,Toys & Games,Puzzles,Jigsaw Puzzles,,,,New,10000,Melissa &amp; Doug Preschool Puzzle Set is designed for ages 3+ yrs allows children to work together on both their fine motor development and social skills. Set of 12 puzzle supplements popular themes and develop preschool skills. Sold as 12 per set,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1629919&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC PUZZLES,PRESCHOOL,,School Specialty,1368714,SET OF 12,$62.24,$71.58,$82.99
Melissa & Doug Early Learning Puzzles - Set of 12,$82.99,Toys & Games,Puzzles,Jigsaw Puzzles,,,,New,10000,Melissa &amp; Doug Early Learning Puzzle Set is designed for ages 3+ yrs promotes fi ne motor development and social skills. Set of 12 puzzle supplements popular themes and develop early learning skills. Sold as 12 per set,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1629920&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC PUZZLES,PRESCHOOL,,School Specialty,1368715,SET OF 12,$62.24,$71.58,$82.99
"Wilson Jones Vinyl Binders - 1 1/2"" Blue",$4.49,Office Supplies,Filing & Organization,Binding Supplies,Binders,,,New,10000,ACCO Wilson Jones Blue 1-1/2 in Basic Round Ring Binder holds up to 8-1/2 in x 11 in sheets. It features a convenient and practical pocket inside cover. PVC free binder has no stick covers and is an economical and capable performer for any task.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1600559&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,BINDERS/BINDING,GENERAL USE BINDERS,,School Specialty,1369460,EACH,$3.37,$3.88,$4.49
"Wilson Jones Vinyl Binders - 1 1/2"" Black",$4.49,Office Supplies,Filing & Organization,Binding Supplies,Binders,,,New,10000,ACCO Wilson Jones Black 1-1/2 in Basic Round Ring Binder holds up to 8-1/2 in x 11 in sheets. It features a convenient and practical pocket inside cover. PVC free binder has no stick covers and is an economical and capable performer for any task.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1600559&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,BINDERS/BINDING,GENERAL USE BINDERS,,School Specialty,1369461,EACH,$3.37,$3.88,$4.49
Scotch Multiple Surface Blue Painters Tape - 1 inch x 60 yards - Blue,$5.89,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"3M Scotch-Blue Painters Tape measuring 1 in x 60 yd is designed for multi-surfaces such as painted walls and trim, woodwork, glass and metal. Medium adhesion tape removes cleanly without adhesive transfer or surface damage.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1753884&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,1369894,EACH,$4.42,$5.08,$5.89
"Westcott See-Through Acrylic Rulers - 12""",$2.19,Office Supplies,Office Instruments,Office Rulers,,,,New,10000,"Westcott See-Through Acrylic Ruler with the very best scratch resistance is scaled in 1/16 in and metric markings. 12 in Premium quality, clear ruler comes with beveled edges for less smudges and more precise drawing.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630120&Rendition=Small,,,,,SUPPLIES,BASIC SUPPLIES,MEASURING,RULERS,,School Specialty,1369959,EACH,$1.64,$1.89,$2.19
Space Sand  Multi Colored Sand - 5 lb Bucket,$29.99,Toys & Games,Toys,Activity Toys,,,,New,10000,"This amazing sand will not get wet - dump it in a glass of water, remove it with a spoon, and it will emerge completely dry! This sand is actually the closest thing to sand on Mars, and it is used in NASA Mars Exploration Classroom experiments. Space Sand"," comes in five colors and is completely reusable. Includes 5 lbs of Space Sand , Instructions and Information Manual, and Experiment ideas and explanations of the science behind Space Sand . Category: Playground / Sand - Water Play Sold as a Single Unit S",hort name: Space Sand-Multi Color 5Lbs,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630216&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC ACTIVE PLAY,SAND/WATER,,School Specialty,1370376,EACH,$22.49,$25.86,$29.99
Crayola Fine Tip Markers - Set of 10 - Assorted Colors,$4.29,Office Supplies,Office Instruments,Writing & Drawing Instrument Accessories,,,,New,10000,Crayola Original Marker Set containing markers in classic colors is Non-Toxic and durable. Marker featuring fine tip does not bleed through most paper. Set includes 10 markers.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630516&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,ART MARKERS,STANDARD MARKERS,,School Specialty,1371172,SET OF 10,$3.22,$3.70,$4.29
Crayola Conical Tip Markers - Set of 10 - Assorted Colors,$4.29,Office Supplies,Office Instruments,Writing & Drawing Instrument Accessories,,,,New,10000,Crayola Original Marker Set in assorted colors is durable and does not bleed through most paper. Non-Toxic marker set includes 10 classic markers.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630517&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,ART MARKERS,STANDARD MARKERS,,School Specialty,1371173,SET OF 10,$3.22,$3.70,$4.29
Crayola Conical Tip Washable Markers - Set of 8 - Assorted Bright Colors,$3.99,Office Supplies,Office Instruments,Writing & Drawing Instrument Accessories,,,,New,10000,Crayola Brite Colors Washable Marker Set is especially designed to easily wash from skin and many children?ÇÖs clothing. Set includes 8 markers that have conical tips.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630518&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,ART MARKERS,WASHABLE MARKERS,,School Specialty,1371174,SET OF 8,$2.99,$3.44,$3.99
Crayola Super Tip Washable Marker - Set of 10 - Assorted Colors,$3.99,Office Supplies,Office Instruments,Writing & Drawing Instrument Accessories,,,,New,10000,"Crayola Super Tips Washable Marker Set having durable, smooth, non scratchy tip is ideal for drawing, coloring and writing. Marker set comes with 10 markers in assorted colors. It is made to use the side portion for coloring in large areas and the tip for", filling in details.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630519&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,ART MARKERS,WASHABLE MARKERS,,School Specialty,1371175,SET OF 10,$2.99,$3.44,$3.99
Crayola Pip-Squeaks Markers with Telescoping Tower - Set of 50 - Assorted Colors,$21.99,Office Supplies,Office Instruments,Writing & Drawing Instrument Accessories,,,,New,10000,Crayola Pip-Squeaks Telescoping Washable Marker Tower offers splendid washability. It features telescoping/tiered effect allowing for easy access to all markers and closes down for easy storage. It includes 50 markers in assorted colors.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630520&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,ART MARKERS,WASHABLE MARKERS,,School Specialty,1371176,SET OF 50,$16.49,$18.96,$21.99
Roylco Fabulous Portrait Stencils,$11.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,,,New,10000,"Roylco Fabulous Portrait Stencil allows you to compose a portrait of your family, trace a family grouping and use the specially designed rubbing plate to create patterns for clothing. It comes with teacher guide, 9 stencils and 4 plates. Sold per set.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630528&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,DRAWING,DRAWING ACCESSORIES,,School Specialty,1371221,SET,$8.54,$9.82,$11.39
Roylco Skin Tone Faces Craft Sticks - Pack of 24,$4.79,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,"Roylco Skin Tone Faces Craft Stick measuring 2-1/2 in x 7 in is ideal to make cute and diverse stick puppets. Stick with proper proportions is easy with tiny holes to mark the spots for eyes, nose and mouth. Craft stick used in a wide variety of classroom", activities comes in a pack of 24 with six skin tones.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630545&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,CRAFTS,GENERAL CRAFTS,,School Specialty,1371320,PACK OF 24,$3.59,$4.13,$4.79
Crayola Washable Dry Erase Crayons - Set of 8 - Assorted Bright Colors,$3.89,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Crayola Washable Dry-Erase Crayon is bold and opaque and is great for use on dry-erase surfaces. Bright crayon remove easily with water or the Crayola E-Z Erase Mitt and has excellent wash ability. Set includes E-Z Erase Mitt, built-in sharpener and 8 dry",-erase odorless crayons. It is ideal for children and includes no caps.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630594&Rendition=Small,,,,,SUPPLIES,WRITING,DRY ERASE MARKERS,WASHABLE,,School Specialty,1371571,SET OF 8,$2.92,$3.36,$3.89
School Smart Poster Board - 11 x 14 inch - Pack of 25 - White,$4.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"School Smart White Poster Board measuring 11 in x 14 in is ideal for signs, mounting, bulletin boards and more. Board is sold as 25 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630601&Rendition=Small,,,,,SUPPLIES,PAPER,BOARD,POSTER,,School Specialty,1371698,PACK OF 25,$3.29,$3.78,$4.39
School Smart Poster Board - 11 x 14 - Pack of 50 - Assorted Neon Colors,$9.89,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"School Smart White/Neon Poster Board measuring 11 in x 14 in is ideal for signs, mounting, bulletin boards and more. Board is sold as 50 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630603&Rendition=Small,,,,,SUPPLIES,PAPER,BOARD,POSTER,,School Specialty,1371700,PACK OF 50,$7.42,$8.53,$9.89
Childcraft Early Learning Puzzles With Deluxe Storage Rack - Set of 12,$94.99,Toys & Games,Puzzles,Jigsaw Puzzles,,,,New,10000,This set of 12 puzzles supplements popular themes and develops early learning skills. Includes deluxe metal storage rack. Category: Puzzles / Preschool Sets Sold as a Single Unit Short name: Kit Puzzle Early Learning W/ Wire Rack Childcraft Brought to you, by School Specialty Childcraft Brand of Products,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1630781&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC PUZZLES,PRESCHOOL,,School Specialty,1374751,EACH,$71.24,$81.93,$94.99
Lil Hugs Soft Plush Baby Doll - 12 inch - Caucasian - Multiple Colors and Clothing Styles,$18.99,Baby & Toddler,Baby Toys,Baby Activity Toys,,,,New,10000,"12&quot;, soft plush baby doll with all the sounds and colors that babies enjoy most. The right hand of the doll holds a cute rattle and the left hand and feet make a &quot;crinkly&quot; sound to keep your baby entertained. Lil&#39; Hugs comes in assorted", colors. Doll clothing style and colors may vary.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631105&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,INFANT/CHILD CARE,INF/TODDLER DRAMATIC PLAY,,School Specialty,1375971,EACH,$14.24,$16.38,$18.99
Lil Hugs Soft Plush Baby Doll - 12 inch - African American - Multiple Colors and Clothing Styles,$18.99,Baby & Toddler,Baby Toys,Baby Activity Toys,,,,New,10000,"12&quot;, soft plush baby doll with all the sounds and colors that babies enjoy most. The right hand of the doll holds a cute rattle and the left hand and feet make a &quot;crinkly&quot; sound to keep your baby entertained. Lil&#39; Hugs comes in assorted", colors. Doll clothing style and colors may vary.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631106&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,INFANT/CHILD CARE,INF/TODDLER DRAMATIC PLAY,,School Specialty,1375972,EACH,$14.24,$16.38,$18.99
Lil Hugs Soft Plush Baby Doll - 12 inch - Asian - Multiple Colors and Clothing Styles,$18.99,Baby & Toddler,Baby Toys,Baby Activity Toys,,,,New,10000,"12&quot;, soft plush baby doll with all the sounds and colors that babies enjoy most. The right hand of the doll holds a cute rattle and the left hand and feet make a &quot;crinkly&quot; sound to keep your baby entertained. Lil&#39; Hugs comes in assorted", colors. Doll clothing style and colors may vary.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631107&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,INFANT/CHILD CARE,INF/TODDLER DRAMATIC PLAY,,School Specialty,1375973,EACH,$14.24,$16.38,$18.99
Lil Hugs Soft Plush Baby Doll - 12 inch - Hispanic - Multiple Colors and Clothing Styles,$18.99,Baby & Toddler,Baby Toys,Baby Activity Toys,,,,New,10000,"12&quot;, soft plush baby doll with all the sounds and colors that babies enjoy most. The right hand of the doll holds a cute rattle and the left hand and feet make a &quot;crinkly&quot; sound to keep your baby entertained. Lil&#39; Hugs comes in assorted", colors. Doll clothing style and colors may vary.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631108&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,INFANT/CHILD CARE,INF/TODDLER DRAMATIC PLAY,,School Specialty,1375974,EACH,$14.24,$16.38,$18.99
Dantoy Economy Kitchen Cooking Set - 100 Pieces - Multiple Colors,$47.99,Toys & Games,Toys,"Dolls, Playsets & Toy Figures",,,,New,10000,"Economy Kitchen set for dinner, tea and baking. Environment friendly produced. 100 pieces. Ages 3+. Category: Dramatic Play / Kitchen Accessories Sold as a Single Unit of 100 pieces Short name: Kitchen Economy Cooking Set Environmentally Friendly Product ",Dantoy Brand of Products,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631136&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC DRAMATIC PLAY,KITCHEN ACCESSORIES/HOUSEHOLD,,School Specialty,1376242,EACH,$35.99,$41.39,$47.99
Abilitations Integrations SensaRock - 53 x 40,$134.99,Health & Beauty,Health Care,,,,,New,10000,Abilitations Integrations SensaRock made of high quality vinyl and is filled with colorful balls that swish around inside when in use. SensaRock is attractive with dozens of colorful balls that makes swooshing sound while colorful panels add to the look. ,"It is used for children with sensory processing or autistic spectrum disorders while Six handles on the top help those with gravitational insecurities. SensaRock takes up small space, measuring 53 in x 40 in with an inside width of 24 in and it has a weig",ht limit of 100 lb. It requires a power inflator.,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631158&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,VESTIBULAR ORIENTATION,ROCKING,,School Specialty,1376274,EACH,$101.24,$116.43,$134.99
Lauri Alphabet Puzzle Boards - Includes Activity Guide - Set of 26 Pieces,$29.99,Toys & Games,Puzzles,Jigsaw Puzzles,,,,New,10000,"These puzzles are great for helping children recognize letter shapes and sounds in a fun format. Contains a 5 3/4&quot; x 4&quot; puzzle for each letter of the alphabet. Each 5-piece puzzle, made of Lauri crepe rubber, features and uppercase letter, lower","case letter, a familiar object that starts wtth that letter and a self-checking frame desined to help kids learn on their own. Contains: 26 5-piece Alphabet Puzzles and Activity Guide. Ages 3+.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1631921&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC PUZZLES,PRESCHOOL,,School Specialty,1379882,EACH,$22.49,$25.86,$29.99
Abilitations Armeeze Sleeves - Set of 2,$5.99,Health & Beauty,Health Care,,,,,New,10000,Abilitations Armeeze Sleeve is an ideal squeeze for skinny arms with a diameter of 5 in to 7-1/2 in. 14 in Long sleeve with a hole for their thumbs provide a wonderful feeling to going on and a hug to your little ones. Sleeve can be worn under long sleeve,s or with short and is sold in a set of 2.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632163&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,SPECIAL NEEDS,BODY WORKS,WEIGHTS/RESISTANCE,,School Specialty,1380800,SET OF 2,$4.49,$5.16,$5.99
Twin Sisters 50 Toddler Sing Along Songs CD - Set of 2,$9.99,Toys & Games,Toys,Educational Toys,,,,New,10000,"Twin Sisters 50 Toddler Songs 2 CD Set offers a collection of 50 interactive playtime songs, ideal for home, daycare or preschool. It consists of 50 fun things to do with kids. Enhanced CDs include lyrics to facilitate you print from your own computer.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632184&Rendition=Small,,,,,INSTRUCTIONAL SOLUTIONS,EARLY LEARNING,EC MUSIC,CDS/DVDS/CASSETTES,,School Specialty,1381153,EACH,$7.49,$8.61,$9.99
Crayola Large Washable Crayons - 4 x 7/16 - Pack of 16 - Assorted Colors,$4.99,Office Instruments,Writing & Drawing Instruments,Crayons,,,,New,10000,"Crayola Large Washable Crayon measuring 4 in x 7/16 in in assorted colors is user friendly for young children and possess extra strength with double wrapping. Bright colors with smooth, easy lay down provides wash ability that teachers and moms can trust.", Large size sturdy crayon is sold as 16 per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632208&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,CRAYONS,STANDARD CRAYONS,,School Specialty,1381519,SET OF 16,$3.74,$4.30,$4.99
Crayola Nontoxic Crayons - 3 5/8 x 5/16 - Pack of 120 - Assorted Colors,$10.99,Office Instruments,Writing & Drawing Instruments,Crayons,,,,New,10000,Crayola non-toxic Crayon of regular size measuring 3 5/8 in x 5/16 in possess extra strength with double wrapping. Crayon with bright colors is specially formulated for color intensity and durability and has smooth lay down and easy blending. Crayon comes," in sturdy, re-usable storage container and is sold as 120 per pack.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632209&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,CRAYONS,STANDARD CRAYONS,,School Specialty,1381520,SET OF 120,$8.24,$9.48,$10.99
Crayola Washable Crayons - 3 5/8 x 5/16 - Pack of 24 - Assorted Colors,$3.79,Office Instruments,Writing & Drawing Instruments,Crayons,,,,New,10000,Crayola Washable Crayon of regular size measuring 3 5/8 in x 5/16 in possess extra strength with double wrapping. Wash ability of the vibrant colored crayon can be trusted which has true washable formula easily that washes off walls with warm water and a ,sponge.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632210&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,CRAYONS,STANDARD CRAYONS,,School Specialty,1381521,SET OF 24,$2.84,$3.27,$3.79
Crayola Washable Kids Paint Pots with Paint Brush - Pack of 18 - Assorted Colors,$3.89,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Painting,Art Paint,New,10000,"Crayola Kids Washable Kids Watercolor Paint Set includes 18 bright assorted colors and a paint brush. Washable, Non-Toxic kids paint in small pots is ideal for use on construction, poster and drawing paper, cardboard tubes and boxes, papier mache and more",.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632211&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,PAINT,SPECIALTY PAINT,,School Specialty,1381522,PACK OF 18,$2.92,$3.36,$3.89
Crayola Washable Kids Paint Bottles - 2 Ounce - Pack of 6 - Assorted Colors,$4.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Painting,Art Paint,New,10000,"Crayola Washable Kids Tempera Paint Set in 6 assorted colors come in bottles of 2 oz capacity each. Set is ideal for introducing young children to the joys of painting. Non-separating and freeze-thaw stable paint with superior washable quality, can be use","d on construction, poster and drawing paper, cardboard tubes and boxes, paper mache and more.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632212&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,PAINT,SPECIALTY PAINT,,School Specialty,1381523,PACK OF 6,$3.14,$3.61,$4.19
Crayola Washable Kids Paint Bottles - 2 Ounce - Pack of 10 - Assorted Colors,$6.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Painting,Art Paint,New,10000,"Crayola Washable Kids Tempera Paint Set in 10 assorted colors come in bottles of 2 oz capacity each. Set is ideal for introducing young children to the joys of painting. Non-separating and freeze-thaw stable paint with superior washable quality, can be us","ed on construction, poster and drawing paper, cardboard tubes and boxes, paper mache and more.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632213&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,PAINT,SPECIALTY PAINT,,School Specialty,1381524,PACK OF 10,$4.64,$5.34,$6.19
Crayola Non-Toxic Model Magic Dough - 4 ounces - Green,$3.89,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Pottery & Sculpting,Modeling Clay & Dough,,New,10000,Crayola Model Magic Modeling Dough air-dries to a slightly flexible and resilient state while staying pliable in an airtight container. 4 oz Non-Toxic green dough is extremely soft and responsive while taking details without crumbling or flaking. Odorless,", non-greasy dough is clean, safe and won&#39;t stick to skin and most fabric. Once dried, it can be decorated with a variety of media.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1632214&Rendition=Small,,,,,SUPPLIES,ART SUPPLIES,CERAMICS/SCULPTURE,MODELING DOUGH,,School Specialty,1381525,EACH,$2.92,$3.36,$3.89
