Title,Price,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Condition,Quantity,Description 1,Description 2,Description 3,Description 4,Description 5,Description 6,Description 7,Description 8,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Policy,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM,META_purchaseCost,META_fullCost,META_sellPrice
School Smart Paper Punch,$1.09,Office Supplies,Paper Handling,Hole Punches,,,,New,10000,School Smart Paper punch is Ideal for punching lunch tickets and loose-leaf sheets. Top-quality nickel plated punch with pressed steel knurled handles for grip. Paper punch features 1/4 in round die and clipping receptacle. It will punch up to 10 sheets o,f 16 lb paper.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599766&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,PUNCHES,MANUAL,,School Specialty,039423,EACH,$0.82,$0.94,$1.09
Merriam-Webster Thesaurus - 4 3/16 x 6 7/8 inches - Paperback,$6.29,Office Supplies,Office Equipment,Electronic Dictionaries & Translators,,,,New,10000,"Merriam-Webster Webster Thesaurus Book features a fully revised edition an all-purpose thesaurus includes more than 150, 000 synonyms, related words, idiomatic phrases, near antonyms and antonyms. Thesaurus has abundant usage examples that are alphabetica",lly formulated for ease of use along with brief definitions described in shared meanings.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599777&Rendition=Small,,,,,SUPPLIES,BASIC SUPPLIES,RESEARCH AND REFERENCE,THESAURUS,,School Specialty,040281,EACH,$4.72,$5.43,$6.29
Scotch Transparent Tape In Dispenser - 1/2 x 450 inches,$1.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,Scotch 600 Transparent Tape measuring 1/2 in x 450 in is non-yellowing even after long periods of time and comes in a dispenser. Tape is ideal for all your classroom mending needs.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599782&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040488,EACH,$1.12,$1.29,$1.49
Scotch 600 Transparent Tape - 1/2 inch x 36 yards - 1 inch Core,$2.99,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 600 Transparent Tape measuring 1/2 in x 36 yd is non-yellowing and used to reinforce spines, position artwork in collages or mend notebooks. Tape with 1 in core is non drying making it ideal for mending and holding applications.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599784&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040533,EACH,$2.24,$2.58,$2.99
Scotch 600 Transparent Tape - 3/4 inch x 36 yards - 1 inch Core,$3.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 600 Transparent Tape measuring 3/4 in x 36 yd is non-yellowing and used to reinforce spines, position artwork in collages or mend notebooks. Tape with 1 in core is non drying making it ideal for mending and holding applications.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599785&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040536,EACH,$2.62,$3.01,$3.49
Post-it Notes - 1 1/2 x 2 - 100 Sheets Per Pad - Pack of 12 - Canary Yellow,$7.49,Office Supplies,General Supplies,Paper Products,Sticky Notes,,,New,10000,"Post-it Notes Original Plain Pad measuring 1 1/2 in x 2 in in canary yellow features unique, removable, repositionable adhesive and high-quality paper. Value pack pad has forever changed the way of communication and are available in sizes that goes well w",ith quick notes or longer messages. It consists of 100 sheets per pad and is sold as 12 per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1597000&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,SELF STICKING NOTES,NOTES,,School Specialty,040548,PACK OF 12,$5.62,$6.46,$7.49
Scotch Book Tape 845 - 2 inches x 15 yards,$7.99,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 845 Book Tape measuring 2 in x 15 yd is pressure sensitive and conforms to any surface. Transparent tape with 3 in core repairs, reinforces, protects and covers bound edges. It can be marked on with most permanent ink and can also be used for hingi",ng or laminating.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599787&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,040575,EACH,$5.99,$6.89,$7.99
Scotch Book Tape 845 - 3 inches x 15 yards,$10.89,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 845 Book Tape measuring 3 in x 15 yd is pressure sensitive and conforms to any surface. Transparent tape with 3 in core repairs, reinforces, protects and covers bound edges. It can be marked on with most permanent ink and can also be used for hingi",ng or laminating.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599787&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,040578,EACH,$8.17,$9.40,$10.89
Scotch Highland 2600 Masking Tape - 1/2 inch x 60 yards,$1.39,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 2600 Masking Tape with a dimension of 1/2 in x 60 yd is used to post notices or papers on chalk, bulletin boards, walls, doors and on variety of surfaces. Tape can also be used for bundling, paper sculpture or sealing boxes.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599788&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,PACKING TAPE,,School Specialty,040584,EACH,$1.04,$1.20,$1.39
Scotch Highland 2600 Masking Tape - 3/4 inch x 60 yards,$1.89,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 2600 Masking Tape with a dimension of 3/4 in x 60 yd is used to post notices or papers on chalk, bulletin boards, walls, doors and on variety of surfaces. Tape can also be used for bundling, paper sculpture or sealing boxes.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599788&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,PACKING TAPE,,School Specialty,040587,EACH,$1.42,$1.63,$1.89
Scotch Highland 2600 Masking Tape - 1 inch x 60 yards,$2.19,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 2600 Masking Tape with a dimension of 1 in x 60 yd is used to post notices or papers on chalk, bulletin boards, walls, doors and on variety of surfaces. Tape can also be used for bundling, paper sculpture or sealing boxes.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599788&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,040590,EACH,$1.64,$1.89,$2.19
Scotch Highland 2600 Masking Tape - 1 1/2 inch x 60 yards,$2.99,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 2600 Masking Tape with a dimension of 1-1/2 in x 60 yd is used to post notices or papers on chalk, bulletin boards, walls, doors and on variety of surfaces. Tape can also be used for bundling, paper sculpture or sealing boxes.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599788&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,040593,EACH,$2.24,$2.58,$2.99
Scotch Highland 2600 Masking Tape - 2 inch x 60 yards,$3.89,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 2600 Masking Tape with a dimension of 2 in x 60 yd is used to post notices or papers on chalk, bulletin boards, walls, doors and on variety of surfaces. Tape can also be used for bundling, paper sculpture or sealing boxes.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599788&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,040596,EACH,$2.92,$3.36,$3.89
Highland 5910 Transparent Tape - 1/2 inch x 36 yards - 1 inch Core,$1.29,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,Highland 5910 Invisible Tape of superior quality measures 1/2 in x 1296 in and has the strength for most mending applications. General purpose tape with 1 in core resists yellowing.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599790&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040599,EACH,$0.97,$1.12,$1.29
Highland 5910 Transparent Tape - 3/4 inch x 36 yards - 1 inch Core,$1.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,Highland 5910 Invisible Tape of superior quality measures 3/4 in x 1296 in and has the strength for most mending applications. General purpose tape with 1 in core resists yellowing.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599790&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040602,EACH,$1.12,$1.29,$1.49
School Smart Modern Decor Tape Dispenser - Holds 1/2 or 3/4 inch Wide Tape - Black,$2.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,School Smart Black Modern D??cor Tape Dispenser accomodates 1/2 in or 3/4 in wide tape on a 1 in core. It has a sturdy molded plastic design and includes a non skid base pad.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1753208&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TAPE DISPENSERS,,School Specialty,040617,EACH,$1.87,$2.15,$2.49
Highland Permanent Mending Tape - 1/2 inch x 36 yards,$1.39,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 6200 Invisible Mending Tape measuring 1/2 in x 36 yd comes on 1 in core. Permanent clear write-on tape is ideal for hundreds of holding applications in the classroom, school or office.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599797&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040722,EACH,$1.04,$1.20,$1.39
Highland Permanent Mending Tape - 3/4 inch x 36 yards,$1.69,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Highland 6200 Invisible Mending Tape measuring 3/4 in x 36 yd is ideal for hundreds of holding applications in the classroom, school or office. Permanent clear write-on tape features 1 in core.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599797&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040725,EACH,$1.27,$1.46,$1.69
"Post-it Pop-Up Note Refills - 3"" x 3"", Canary Yellow Pad",$1.89,Office Supplies,General Supplies,Paper Products,Sticky Notes,,,New,10000,Post-it Original Pop-Up Note Refill in canary yellow measuring 3 in x 3 in pops up one-by-one assuring notes are always close at hand. Note pad features a unique accordion-style design. It consists of 90 sheets per pad and is sold as 1 per pack.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599819&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,SELF STICKING NOTES,NOTES,,School Specialty,042024,EACH,$1.42,$1.63,$1.89
Scotch Double Sided Adhesive Wall Mounting Tabs - Removable - 1/2 x 3/4 inch Tabs - Pack of 48,$4.49,Office Supplies,General Supplies,,,,,New,10000,"Scotch Removable Mounting Tab is ideal for mounting photos, notes and other light-weight items on glass, wood, metal, plastic most smooth surfaces that can be removed or cleaned easily. Mounting tab measuring 1/2 in W X 3/4 in L is clear that does not sta","in walls and each 8 1/2 in W X 11 in paper includes two tabs, sold as 48 per pack.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599820&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,MOUNTING,MOUNTING ADHESIVES,,School Specialty,042030,PACK OF 48,$3.37,$3.88,$4.49
Scotch General-Purpose Masking Tape - 1/2 inch x 60 yards - 3 inch Core,$4.69,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 234 General Purpose Masking Tape with a dimension of 1/2 in x 60 yd offers consistent performance and is perfect for most taping applications. Tape clings instantly and conforms smoothly making it ideal for various purposes such as masking, sealing",", splicing or protecting. Tape of great value can be removed cleanly.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599821&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,042102,EACH,$3.52,$4.05,$4.69
Scotch 234 General Purpose Masking Tape - 3/4 inch x 60 yards,$5.69,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 234 General Purpose Masking Tape with a dimension of 3/4 in x 60 yd offers consistent performance and is perfect for most taping applications. Tape clings instantly and conforms smoothly making it ideal for various purposes such as masking, sealing",", splicing or protecting. Tape of great value can be removed cleanly.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599821&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,042105,EACH,$4.27,$4.91,$5.69
Scotch General-Purpose Masking Tape - 1 inch x 60 yards - 3 inch Core,$8.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 234 General Purpose Masking Tape with a dimension of 1 in x 60 yd offers consistent performance and is perfect for most taping applications. Tape clings instantly and conforms smoothly making it ideal for various purposes such as masking, sealing, ",splicing or protecting. Tape of great value can be removed cleanly.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599821&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,042108,EACH,$6.37,$7.33,$8.49
Scotch General-Purpose Masking Tape - 2 inch x 60 yards - 3 inch Core,$14.29,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Scotch 234 General Purpose Masking Tape with a dimension of 2 in x 60 yd offers consistent performance and is perfect for most taping applications. Tape clings instantly and conforms smoothly making it ideal for various purposes such as masking, sealing, ",splicing or protecting. Tape of great value can be removed cleanly.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599821&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,042114,EACH,$10.72,$12.33,$14.29
"School Smart Primary Chart Paper Pads - 24"" x 36"" Ruled Short Way",$12.19,Office Supplies,Presentation Supplies,Easel Pads,,,,New,10000,School Smart Newsprint Primary Chart Paper Pads contain 100 sheet of size 24 in x 36 in. Pads are bound on top and punched with two holes for easy hanging. It is 1-1/2 in ruled short way with 3/4 in broken midline and 1/2 in skip space. Pads are designed ,for primary grades.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1601744&Rendition=Small,,,,,SUPPLIES,PAPER,STUDENT PAPER,CHART TABLETS,,School Specialty,048198,EACH,$9.14,$10.51,$12.19
School Smart Felt Tip Pens - Set of 8 - Assorted Colors,$3.89,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"School Smart Felt Tip Pen contains bright and Non-Toxic water-base ink. Fine nylon fiber tip measuring 0.85 mm writes clean, medium weight lines and won&#39;t mesh down. Set containing 8 assorted pens in black, red, blue, green, yellow, purple, orange and", brown comes in a convenient plastic storage pouch.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599860&Rendition=Small,,,,,SUPPLIES,WRITING,POROUS POINT,FIBER TIP,,School Specialty,049515,SET OF 8,$2.92,$3.36,$3.89
"Calculator Tape - 2-1/4"" x 150'",$1.09,Office Supplies,General Supplies,Paper Products,,,,New,10000,School Specialty Calculator Tape measures 2-1/4 in x 150 ft.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1601540&Rendition=Small,,,,,SUPPLIES,PAPER,OFFICE PAPER,PAPER ROLLS,,School Specialty,053859,EACH,$0.82,$0.94,$1.09
Domtar Paper Exact Multipurpose Colored Number 20 Copy Paper - 8 1/2 x 11 in - Pack of 500 - Blue,$9.69,Office Supplies,General Supplies,Paper Products,Printer & Copier Paper,,,New,10000,"Domtar Blue Multi-Purpose Colored Bond Paper measuring 8-1/2 X 11 in is perfect to use with standard and high speed plain paper copiers, duplicator and mimeograph machines. Sold as 500 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599941&Rendition=Small,,,,,SUPPLIES,PAPER,OFFICE PAPER,COLOR COPY,,School Specialty,053907,REAM,$7.27,$8.36,$9.69
Domtar Paper Exact Multipurpose Colored Number 20 Copy Paper - 8 1/2 x 11 in - Pack of 500 - Yellow,$9.69,Office Supplies,General Supplies,Paper Products,Printer & Copier Paper,,,New,10000,"Domtar Canary Multi-Purpose Colored Bond Paper measuring 8-1/2 X 11 in is perfect to use with standard and high speed plain paper copiers, duplicator and mimeograph machines. Sold as 500 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599941&Rendition=Small,,,,,SUPPLIES,PAPER,OFFICE PAPER,COLOR COPY,,School Specialty,053913,REAM,$7.27,$8.36,$9.69
Domtar Paper Exact Multipurpose Colored Number 20 Copy Paper - 8 1/2 x 11 in - Pack of 500 - Green,$9.69,Office Supplies,General Supplies,Paper Products,Printer & Copier Paper,,,New,10000,"Domtar Green Multi-Purpose Colored Bond Paper measuring 8-1/2 X 11 in is perfect to use with standard and high speed plain paper copiers, duplicator and mimeograph machines. Sold as 500 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599941&Rendition=Small,,,,,SUPPLIES,PAPER,OFFICE PAPER,COLOR COPY,,School Specialty,053919,REAM,$7.27,$8.36,$9.69
Domtar Paper Exact Multipurpose Colored Number 20 Copy Paper - 8 1/2 x 11 in - Pack of 500 - Pink,$9.69,Office Supplies,General Supplies,Paper Products,Printer & Copier Paper,,,New,10000,"Domtar Pink Multi-Purpose Colored Bond Paper measuring 8-1/2 X 11 in is perfect to use with standard and high speed plain paper copiers, duplicator and mimeograph machines. Sold as 500 per pack.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599941&Rendition=Small,,,,,SUPPLIES,PAPER,OFFICE PAPER,COLOR COPY,,School Specialty,053922,REAM,$7.27,$8.36,$9.69
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 50 - Assorted Colors,$1.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,School Smart Construction Paper in assorted colors 9&quot; x 12&quot; is a heavyweight groundwood paper of superior quality. Paper is made of high strength fibers allowing clean cuts and uniform folding without cracking. Recyclable paper is affordable and, sold as 50 sheets per pack.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1602750&Rendition=Small,,,,,SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,054243,PACK OF 50,$1.04,$1.20,$1.39
Elmers Rubber Cement - Acid-Free - Photo Safe - Quart,$8.99,Hardware,"Adhesives, Coatings & Sealants",Glues,Rubber Cement,,,New,10000,Elmers Rubber Cement of quart size can be used for temporary or permanent bonding without wrinkles or stains and features craftbond?ÇÖs acid-free formula that is safe for photographs and artwork. To maintain optimum consistency for smooth spreading thinne,"r can be added. The cleanest of all paper adhesives, this waterproof rubber cement dries quickly so excess may be rubbed off easily and it cleans as you rub. For the paper to be repositionable, one surface is glued and for permanent bonding both surfaces ",are glued.,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599955&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,GLUE/ADHESIVES,RUBBER CEMENT,,School Specialty,055965,EACH,$6.74,$7.75,$8.99
Scotch 3710 Sealing Tape - 1 9/10 inches x 54 7/10 yards - 3 inch Core - Clear,$2.19,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599964&Rendition=Small,,,,,SUPPLIES,OFFICE SUPPLIES,TAPE,PACKING TAPE,,School Specialty,056307,EACH,$1.64,$1.89,$2.19
Expo Vis-A-Vis Fine Point Wet-Erase Markers - Set of 4 - Assorted Colors,$5.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Expo Vis-A-Vis Assorted Wet Erase Marker writes on all types of transparencies or films in vibrant, see-through colors. Dry quick waterbase pen is non-fading and has no odour. Marker featuring fine tip erases with moist cloth or tissue. Marker in black, r","ed, green and blue is sold as 4 per pack.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599976&Rendition=Small,,,,,SUPPLIES,WRITING,DRY ERASE MARKERS,SPECIALTY,,School Specialty,059178,SET OF 4,$4.12,$4.74,$5.49
Sharpie Fine Point Permanent Markers - Pack of 4 - Assorted Colors,$3.89,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Sharpie Fine Permanent Marker features a durable fine point tip that produces bold and detailed lines. Marker with waterproof ink is best suited for identifying and labelling and it marks bright, strong and permanent on most surfaces including metal, glas","s, plastic, foil, cloth, rubber and waxed paper. Marker is sold as set of 4 assorted colors that includes black, red, blue and green.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599985&Rendition=Small,,,,,SUPPLIES,WRITING,PERMANENT MARKERS,FINE,,School Specialty,059415,SET OF 4,$2.92,$3.36,$3.89
Expo Chisel Tip Dry Erase Markers - Pack of 4 - Assorted Colors,$6.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Expo Original Dry Erase Marker in assorted colors offers better organization and effective communication. Marker renders broad, bold markings for office as well as classroom to precision markings and is ideal for smaller whiteboards/planners. Marker in bl","ack, red, blue and green is sold as 4 per pack.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599988&Rendition=Small,,,,,SUPPLIES,WRITING,DRY ERASE MARKERS,ORIGINAL CHISEL,,School Specialty,059460,SET OF 4,$4.87,$5.60,$6.49
Expo Chisel Tip Dry Erase Markers - Pack of 8 - Assorted Colors,$12.19,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Expo Original Dry Erase Chisel Tip Marker features intense ink with consistent color quality that makes writings clearly visible from a distance. This blue ink marker is erasable, has less odor and is perfect to deliver bright, vivid messages. Sold as 8 m","arkers per pack in black, blue, red, green, brown, orange, purple and lime.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599988&Rendition=Small,,,,,SUPPLIES,WRITING,DRY ERASE MARKERS,ORIGINAL CHISEL,,School Specialty,059463,SET OF 8,$9.14,$10.51,$12.19
Expo Non-Toxic Whiteboard Cleaner - 8 oz Spray Bottle,$3.69,Office Supplies,Office Instruments,Writing & Drawing Instrument Accessories,,,,New,10000,"Expo Non-toxic Whiteboard Cleaner comes in a 8 oz pump spray container and is used to wipe away stubborn marks, stains and ghosting with ease. It cleans as well as refreshes boards and is ideal for use in classrooms or conference rooms.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/xxssi_ibeGetWCCImage.jsp?docName=F1599996&Rendition=Small,,,,,SUPPLIES,BASIC SUPPLIES,BOARDS/ACCESSORIES,DRY ERASE BOARD ACCESSORIES,,School Specialty,059634,EACH,$2.77,$3.19,$3.69
