Title,Price,Cat_ID,Sub-category,Sub-subcategory,Condition,Quantity,Description,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM
School Smart Chisel Tip Highlighters - Pack of 6 - Assorted Colors,2.99,10,,,New,10000,"Chisel tip for wide or fine highlighting. Bright, see-thru colors. Set of 6 includes one of each; Blue, Lavender, Yellow, Orange, Green, and Pink.</p> <b> </b> <ul> <li>Chisel Tip</li> <li>Can be used for wide or fine highlighting</li> <li>Transparent col",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756797&encrypt=.jpg,,,,,Art,WRITING,HIGHLIGHTERS,PEN,,School Specialty,1298145,SET OF 6
School Specialty Plastic Canvas Circles - 4 1/4 inches - Pack of 8,1.69,19,,,New,10000,"These 4-1/4"" circles are the perfect size for making coasters, ornaments, or sun catchers. They are made with the highest quality materials, giving them a unique flexibility and durability. Ideal for needle craft projects of all kinds.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=766340&encrypt=.jpg,,,,,Art,ART SUPPLIES,CRAFTS,GENERAL CRAFTS,,School Specialty,1298155,PACK OF 8
Sportime EasyPass Foam Batons - 1 1/2 x 15 - Set of 6 - Assorted Colors,27.49,8,,,New,10000,"EasyPass Batons provide easier, softer and safer handoffs. Our user-friendly 1.5""D x 15""L (40mm x 38cm) Easy pass Batons make relay races fun by significantly increasing the success of the handoff. Our rounded tip makes the handoff safer, the deeply-cushi",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=765369&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,SPORTS,TRACK/FIELD,,School Specialty,1298953,SET OF 6
Reeves Water Color Paper Pad - 90 pound - 9 x 12 inches - 35 Sheets,4.99,10,,,New,10000,Student-grade watercolor paper is acid-free and perfect for use with Reeves watercolor paints or watercolor pencils. An economical choice for the classroom. Ideal for learning and practicing watercolor techniques. Pad is tapebound at top.,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=764661&encrypt=.jpg,,,,,Art,PAPER,ART PAPER,WATERCOLOR PAPER,,School Specialty,1299453,EACH
Sax True Flow Water Soluble Block Printing Ink - 16 Ounces - Black,12.59,19,,,New,10000,"Produce Brilliantly Colored Prints at Budget Prices! This BEST QUALITY, American-made block printing ink sells for nearly 50% LESS than the comparable leading brand. Bright, True Flow colors apply smoothly and dry evenly. Non-toxic, water-based formula cl",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=767980&encrypt=.jpg,,,,,Art,ART SUPPLIES,PRINT MAKING,BLOCK PRINTING,,School Specialty,1299777,EACH
Abilitations Rubber Weighted Textured Balls - Set of 3 - Assorted Colors,18.99,10,,,New,10000,"This set of 3 weighted, textured, handballs are perfect for squeezing, manipulating, tossing or adding weight. Each set contains a 1/4, 1/2 and 3/4 lb. (.11,.23 and .34kg) weighted ball perfect for small hands. Balls can be inflated or deflated to your ne",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=785643&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,FINE MOTOR,STRENGHTENERS/FIDGETS,,School Specialty,1300322,SET OF 3
Gripables Utensils - Blue,9.99,10,,,New,10000,"Includes a fork, knife and spoon with an easy-to-use grip and notched, plastic handle.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=780822&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,DAILY ROUTINES,MEALTIME,,School Specialty,1300338,EACH
Gripables Utensils - Pink,9.99,10,,,New,10000,"Includes a fork, knife and spoon with an easy-to-use grip and notched, plastic handle.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=780830&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,DAILY ROUTINES,MEALTIME,,School Specialty,1300339,EACH
Roylco Straws and Connectors Building Set - 705 Pieces,39.99,10,,,New,10000,"Build structures using ingenious connectors and heavy, colorful straws. Make houses, forts, even spacecrafts. This flexible design enables children to design and create simple shapes or complex structures using connectors and heavy, colorful 8"" straws. 70",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1033221&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC MANIPULATIVE PLAY,BUILDING,,School Specialty,1300944,EACH
Melissa & Doug Fold and Go Mini Barn with Durable Animals,51.99,10,,,New,10000,"Everything needed to engage a child's imagination is included in our pretend play line. Includes durable animals, sliding barn doors and chunky carrying handles! Opens for easy play access. Ages 3+.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=792976&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC BLOCK PLAY,ANIMALS,,School Specialty,1301204,EACH
Helix Angle & Circle Maker protractor/compass,1.89,19,,,New,10000,360 protractor with clear center disc that rotates freely. Allows for drawing of angles like a protractor and circles like a compass. Center disc features slots for drawing angles up to 360 and holes for drawing circles from 1/8 to 4 in diameter. Assorted,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=770382&encrypt=.jpg,,,,,Art,ART SUPPLIES,DRAWING,DRAWING ACCESSORIES,,School Specialty,1301314,EACH
Helix 12 inch Circle Ruler,1.59,19,,,New,10000,"Combines the function of a ruler with ability to draw circles like a compass. Use the holes in the clear center to draw circles up to 12 in diameter in 1/16ths increments. Simply place a pen or pencil in the hole corresponding to the size you want, stabil",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=770401&encrypt=.jpg,,,,,Art,ART SUPPLIES,DRAWING,DRAWING ACCESSORIES,,School Specialty,1301316,EACH
Melissa and Doug Role Play Community Worker Costumes with Accessories - Set of 4,147.99,10,,,New,10000,"Community worker costumes expand children s knowledge of these important jobs. Set includes fire fighter, police officer, construction worker and medical doctor. Each costume comes with 5 - 8 important accessories for the job, a place to keep them handy a",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=793299&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC DRAMATIC PLAY,ROLE PLAY/COSTUMES,,School Specialty,1301319,SET OF 4
Playhut Fire Engine Play Tent - 48 x 24 x 33 inches - Red,39.99,10,,,New,10000,"Promote imaginative play and creativity with this Fire Engine play tent. The Fire Engine includes 2 play areas (front and back), a roof opening allows kids to stand up, peek through windows lets kids see the outside while riding inside the truck, tunnel p",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1033603&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC ACTIVE PLAY,TENTS/TUNNELS,,School Specialty,1301359,EACH
Fitness Etreme Skillastics Game,253.99,8,,,New,10000,"<p><b>Designed for  Middle School and High School Students</b><br>   The game enables 1 to 100 children of varying ages and fitness levels to participate and enjoy being active at one time. Easy to set up and teach, Skillastics builds confidence, facilita",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=770599&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,FITNESS,FITNESS GAMES,,School Specialty,1301474,EACH
Learning Resources Jumbo Ocean Animals - up to 12 inches - 6 Piece Set,36.99,10,,,New,10000,"Largest animal measures 12""L. Ages 3+. Standard Focus: life science, identify animal characteristics, sort & classify.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1034627&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC BLOCK PLAY,ANIMALS,,School Specialty,1301674,EACH
Childcraft Lots to Cuddle Multi Ethnic Soft Dolls - 20 inch - Set of 4,124.99,10,,,New,10000,"Cloth bodies with movable plastic arms, legs and heads help children explore care giving roles and provide a nurturing environment for baby. Set of 4 includes one doll of each ethnicity; Caucasion, African American, Asian and Hispanic. Doll clothing style",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=793026&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC DRAMATIC PLAY,DOLLS/ACCESSORIES,,School Specialty,1302299,EACH
Learning Resources Jumbo Forest Animals - 8 3/4 x 7 1/2 inches - 5 Piece Set,36.99,10,,,New,10000,"Invites imaginative play by engaging children's curiosity about animals and where they live. Features vibrant, realistic details in safe, non-toxic paint. Set of 5 inclues moose, beaver, fox, owl, bear. Largest figure (moose) measures 8 3/4""L x 7 1/2""H. A",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1080327&encrypt=.jpg,,,,,Early Childhood,EARLY LEARNING,EC BLOCK PLAY,ANIMALS,,School Specialty,1303311,EACH
Advantage - Economy Writing Slant Board,36.99,10,,,New,10000,"This Economy Writing Board gives kids a posture-perfect writing surface. A 20 angle compensates for fatigue in the back, neck, shoulder, and eye muscles. Enhances concentration, too. Made from sturdy corrugated plastic and folds flat for storage. Has a 12",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=769623&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,EYE/HAND HELPERS,HANDWRITING,,School Specialty,1304916,EACH
School Specialty Advantage Adjustable Writing Slant Board - 12 x 12,61.99,10,,,New,10000,"Get a posture-perfect writing surface. A 20 degree angle compensates for fatigue in the back, neck, shoulder and eye muscles. Enhances concentration too. Made of sturdy aluminum. It folds flat for storage. Allows for a range of angle adjustments from 20 t",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=769639&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,EYE/HAND HELPERS,HANDWRITING,,School Specialty,1304918,EACH
Sportime Link N Speed Beaded Jump Ropes - 7 feet - Set of 6 - Multiple Colors,20.99,8,,,New,10000,The Link-N-Speed Jump Ropes takes the best qualities of light-weight speed ropes and link (a.k.a. beaded) jump ropes and marry them into what we believe is the best PE jump rope on the market. We use our highest-quality extruded no-curl speed-rope extrusi,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=769564&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,LEADUP SKILLS,JUMPROPE,,School Specialty,1306553,SET OF 6
Sportime Link N Speed Beaded Jump Ropes - 8 feet - Set of 6 - Multiple Colors,23.49,8,,,New,10000,"<img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=521126&encrypt=.jpg"" height=""200"" alt=""Image 1"" /> <img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=521094&encrypt=.jpg"" height=""200"" alt=""Ima",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=769568&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,LEADUP SKILLS,JUMPROPE,,School Specialty,1306554,SET OF 6
Abilitations StayN Place Ball - Assorted Colors,39.99,10,,,New,10000,"We've taken one of our best-selling 60cm therapy balls, filled it with some smaller PVC balls, and weighed it down just a bit. The overall benefits is that it won't roll away when you finish using it. The Stay N Place Ball is great for traditional balance",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029059&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,THERAPY BALLS,,School Specialty,1318000,EACH
Crayola Sidewalk Paint Tray,17.59,19,,,New,10000,"Handy 3-section paint tray for mixing sidewalk paint. Includes 3 sidewalk paint colors, 8 fl. oz. each, paint roller, paint brush, and 3 sidewalk chalk sticks.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1129632&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,WATERCOLOR PAINT,,School Specialty,1319964,EACH
Sportime FingerLight Polyurethane Balls - 10 inch - Pair of 2 - Multiple Colors,12.19,8,,,New,10000,"10"" FingerLights make everyone in the room a participant, regardless of their physical abilities. That's because when fully inflated they're so responsive that their polyurethane (PU) panels will first stretch around the surface they hit ( a finger, a nos",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=999838&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,TEACHING/PLAY,,School Specialty,1320285,PAIR OF 2
Educational Insights No Yell Bell Classroom Attention Getter,29.99,10,,,New,10000,"No need to shout when you have this versatile, voice-saving electronic teacher bell! Simply dial one of seven unique sounds, tilt the bell and point it at your students. The crystal-clear sound begins immediately and gets everyone s attention! Use the No ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=777115&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SPEECH,AUDITORY PROCESSING/LISTENING,,School Specialty,1320400,EACH
Sportime Pull Buoy Skinny No Kink Hoops - 30 inch - Set of 12 - Assorted Colors,40.99,8,,,New,10000,"Skinny No Kink Hoops are lighter and easier to handle for younger students learning how to hula"". With their lower profile, they are also great spatial awareness props, and lay nearly flat on the floor.</p> <b> </b> <ul> <li>Set of 12</li> <li>Easier for ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=770112&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,LEADUP SKILLS,HOOPS,,School Specialty,1321059,SET OF 12
"Abilitations Integrations DuraPit Ball Pit - Holds Up to 2,000 Balls",315.99,10,,,New,10000,"Rugged, Lightweight and Easy to Store. If space limitations have prevented you from including a ball pit in your program, then look no further. When not in use, the Dura Pit can fit in a medium-sized storage bin, or easily onto a shelf. Dura Pit's constru",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1032422&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,GROSS MOTOR,,School Specialty,1321584,EACH
Abilitations Egg Ohs! Handwriting Grips - Set of 3,7.99,10,,,New,10000,Adorable egg-shaped grips develop the small muscles of the hands needed to write with precision. Kids find the rubber egg soft and irresistible. Developed by a therapist that is a handwriting expert. You will love the results! Therapists love the way the ,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=925131&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,EYE/HAND HELPERS,HANDWRITING,,School Specialty,1322341,SET OF 3
School Smart Dry Erase Unruled Pupil Boards - 12 x 18 - Set of 10,40.49,10,,,New,10000,"High quality white dry-erase boards, unruled 12"" x 18"". Safety rounded corners. Writes and wipes off easily. Single-sided. Set of 10.</p> <b> </b> <ul> <li>Pack of 10</li> <li>Unruled dry-erase boards is a great learning tool for students</li> <li>Practic",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=799908&encrypt=.jpg,,,,,Art,BASIC SUPPLIES,BOARDS/ACCESSORIES,DRY ERASE BOARDS,,School Specialty,1325094,PACK OF 10
School Smart Dry Erase Unruled Pupil Boards - 9 x 12 - Set of 10,24.99,10,,,New,10000,"High quality white dry-erase boards, 9"" x 12"" unruled. Safety rounded corners. Writes and wipes off easily. Single-sided. Set of 10.</p> <b> </b> <ul> <li>Unruled Boards</li> <li>Round, safe corners</li> </ul> <p>",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=799902&encrypt=.jpg,,,,,Art,BASIC SUPPLIES,BOARDS/ACCESSORIES,DRY ERASE BOARDS,,School Specialty,1325120,PACK OF 10
Abilitations Integrations Pea Pod Inflatable Student Calming Station - Junior Size - 48 Inches - Green,81.99,10,,,New,10000,"Durable, inflatable Pea Pod Jr. is made with super-strong vinyl and has tough triple-welded seams for added strength. Most children can get in the pod"" themselves, applying deep, even pressure to many sensitive areas of the body. Some children like to gen",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1045709&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,TACTILE/PRESSURE,,School Specialty,1325197,EACH
Abilitations Integrations Pea Pod Inflatable Student Calming Station - Medium - 60 inches - Green,88.99,10,,,New,10000,"Durable, inflatable Pea Pod is made with super-strong vinyl and has tough triple-welded seams for added strength. Most children can get in the pod"" themselves, applying deep, even pressure to many sensitive areas of the body. Some children like to gently ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1045713&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,TACTILE/PRESSURE,,School Specialty,1325198,EACH
Sax Top-Grade Decorator Burlap - 5 yards x 46 inches - Natural,19.39,19,,,New,10000,"Top grade, 10-oz. weight decorator burlap 46 wide x 5 yards long. It has become a staple in the art room and home. Excellent for stitchery projects, backgrounds, banners, wall hangings, displays, table draping, etc. Dry Clean Only.</p> <b> </b> <ul> <li>O",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=751513&encrypt=.jpg,,,,,Art,ART SUPPLIES,FIBER ARTS,BURLAP,,School Specialty,1325467,EACH
Abilitations Chewlery Soft Elephant Chew - Set of 2,10.99,10,,,New,10000,"Soft Chewlery is made from a low-pile terry cloth which provides a natural comfort for the mouth. And the extra chewable trunk of the Elephant Chewlery reaches to the muscles in the back of the mouth. Endorsed by therapists and moms, this Soft Chewlery is",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031813&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,ORAL,,School Specialty,1326332,SET OF 2
Abilitations Chewlery Soft Star Chew - Set of 2,10.99,10,,,New,10000,"Soft Chewlery. A low-pile terry cloth provides a natural comfort for the mouth. Endorsed by therapists and moms, this Soft Chewlery is bleachable, machine washable and dryable. Use of this product should be supervised by an adult at all times. We highly r",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031818&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,ORAL,,School Specialty,1326337,SET OF 2
Sportime Mesh Scrimmage Vest - Youth Size - Blue,4.89,8,,,New,10000,"Oversized, open-mesh fits over clothes or equipment. Elastic bottom hem makes for easier on/off over head and durable polyester mesh provides maximum ventilation. Youth. Blue.</p> <b> </b> <ul> <li>Category: Physical Education / Pinnies - Vests</li> <li>S",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031423&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,ORGANIZATION,PINNIES/VESTS,,School Specialty,1328674,EACH
Sportime Mesh Scrimmage Vest - Adult Size - Red,5.49,8,,,New,10000,"Oversized, open-mesh fits over clothes or equipment. Elastic bottom hem makes for easier on/off over head and durable polyester mesh provides maximum ventilation. Adult. Red.</p> <b> </b> <ul> <li>Category: Physical Education / Pinnies - Vests</li> <li>So",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031452&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,ORGANIZATION,PINNIES/VESTS,,School Specialty,1328682,EACH
Sportime Mesh Scrimmage Vest - Adult Size - Yellow,5.49,8,,,New,10000,"Oversized, open-mesh fits over clothes or equipment. Elastic bottom hem makes for easier on/off over head and durable polyester mesh provides maximum ventilation. Adult. Yellow.</p> <b> </b> <ul> <li>Category: Physical Education / Pinnies - Vests</li> <li",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031456&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,ORGANIZATION,PINNIES/VESTS,,School Specialty,1328683,EACH
Sportime Mesh Scrimmage Vest - Adult Size - Blue,5.49,8,,,New,10000,"Oversized, open-mesh fits over clothes or equipment. Elastic bottom hem makes for easier on/off over head and durable polyester mesh provides maximum ventilation. Adult. Blue.</p> <b> </b> <ul> <li>Category: Physical Education / Pinnies - Vests</li> <li>S",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031460&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,ORGANIZATION,PINNIES/VESTS,,School Specialty,1328684,EACH
Sportime Mesh Scrimmage Vest - Adult Size - Purple,5.49,8,,,New,10000,"Oversized, open-mesh fits over clothes or equipment. Elastic bottom hem makes for easier on/off over head and durable polyester mesh provides maximum ventilation. Adult. Purple.</p> <b> </b> <ul> <li>Category: Physical Education / Pinnies - Vests</li> <li",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031467&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,ORGANIZATION,PINNIES/VESTS,,School Specialty,1328686,EACH
Strathmore 300 Series Bristol Paper - 5 x 17 Smooth - 24 Sheets,5.99,10,,,New,10000,A smooth bristol weight board ideal for both traditional and specialy pen and ink tools. Also works well with specialy pens and markers.,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=770935&encrypt=.jpg,,,,,Art,PAPER,ART PADS/SKETCHBOOKS,DRAWING PAD,,School Specialty,1329642,EACH
Strathmore - 300 Series Bristol Board - 11 X 17 inch - Smooth - Pack of 24,11.99,10,,,New,10000,A smooth bristol weight board ideal for both traditional and specialy pen and ink tools. Also works well with specialy pens and markers.,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=770951&encrypt=.jpg,,,,,Art,PAPER,ART PADS/SKETCHBOOKS,DRAWING PAD,,School Specialty,1329644,PACK OF 24
Strathmore - 300 Series Bristol Board - 11 X 17 inch - Vellum - Pack of 24,11.99,10,,,New,10000,A smooth bristol weight board ideal for both traditional and specialy pen and ink tools. Also works well with specialy pens and markers.,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1089676&encrypt=.jpg,,,,,Art,PAPER,ART PADS/SKETCHBOOKS,DRAWING PAD,,School Specialty,1329645,PACK OF 24
Art Time Watercolors 16 Color Standard Oval Set - Set of 16,1.79,19,,,New,10000,"Semi-moist oval pans of bright, non-toxic watercolors perfect for the classroom. Each set includes brush and comes in a durable plastic case with clear lid. Choose from Standard, Washable, Super Size Washable, or the Washable Classroom Pack which provides",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=924633&encrypt=.jpg,,,,,Art,ART SUPPLIES,PAINT,WATERCOLOR PAINT,,School Specialty,1329859,SET OF 16
CPE Classic Soft Fade and Wrinkle Resistant Acrylic Felt - 8 1/2 x 12 inches - Pack of 25 - Assorted Colors,8.89,19,,,New,10000,"100% acrylic felt has no stiffness and drapes nicely. Fade and wrinkle-resistant. Cuts cleanly and sews easily without fraying. Crushproof. Machine wash and dry. 9"" x 12"". 25 sheets.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031515&encrypt=.jpg,,,,,Art,ART SUPPLIES,FIBER ARTS,FELT,,School Specialty,1330062,PACK OF 100
CPE Tie-Dye Print Acrylic Felt - 9 x 12 inches - Pack of 36 - Multiple Colors,18.59,19,,,New,10000,"Vibrant colors and wild patterns are printed on one side of these 100% acrylic felt sheets. Package includes 12 sheets of lavender, lime and yellow tie dye colors for a classpack of 36.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=748026&encrypt=.jpg,,,,,Art,ART SUPPLIES,FIBER ARTS,FELT,,School Specialty,1330076,PACK OF 36
Abilitations Integrations Hi-Write ComposiNoteBook - 9 1/2 x 7 1/2 - 160 Pages (80 Double-Sided),8.99,10,,,New,10000,The Hi-Write Composi Note Book brings highlighted yellow lines to the traditional composition notebook. Each 160 page (80 pages double sided) notebook features hi-lighted yellow lines for encouraging correct letter placement and alignment. A perfect tool ,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1031550&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,EYE/HAND HELPERS,HANDWRITING,,School Specialty,1330101,EACH
"R3 Safety General Purpose Safety Vest - Pocketed Vest, Mesh, Orange",3.89,10,,,New,10000,"General-purpose safety vest is ideal for day and night use and anywhere high visibility is a priority. Vest is made of tough, yet lightweight mesh. Non-ANSI compliant vest offers a universal size.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=907595&encrypt=.jpg,,,,,Physical Education,JANITORIAL/BREAKROOM SUPPLIES,SCHOOL SECURITY,SAFETY VESTS,,School Specialty,1333204,EACH
