Title,Price,Cat_ID,Sub-category,Sub-subcategory,Condition,Quantity,Description,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM
OMNIKIN  Super Ball - 20 inches long and 13 inch diameter - Purple,42.99,8,,,New,10000,"The OMNIKIN  Super Ball makes your football unit larger than life. Kids absolutely love the super size. And you'll love the durability, light weight of the ball, and the 6 bright colors. Play rugby-type games, football (although overhand passes are quite ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=766781&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,30696,EACH
OMNIKIN  Super Ball - 20 inches long and 13 inch diameter - Orange,42.99,8,,,New,10000,"The OMNIKIN  Super Ball makes your football unit larger than life. Kids absolutely love the super size. And you'll love the durability, light weight of the ball, and the 6 bright colors. Play rugby-type games, football (although overhand passes are quite ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=766691&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,30697,EACH
OMNIKIN  Super Ball - 20 inches long and 13 inch diameter - Yellow,42.99,8,,,New,10000,"The OMNIKIN  Super Ball makes your football unit larger than life. Kids absolutely love the super size. And you'll love the durability, light weight of the ball, and the 6 bright colors. Play rugby-type games, football (although overhand passes are quite ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=766680&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,30699,EACH
Sportime Sense of Timer - 2 Minute - Blue,26.99,8,,,New,10000,"Sense-of-Timer was not designed to provide exact countdown times, but rather as a visual sense of passing time. The Sense-of-Timer is ideal for self-governing activiity periods, games, exercises, discussion groups, tests, rests and more. Hour glass shape ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=783866&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,ORGANIZATION,TIMERS/STOPWATCHES,,School Specialty,30708,EACH
Sportime ShoulderFolders Cone Markers - 8 1/2 X 11 - Set of 6 Covers - Assorted Colors,72.99,8,,,New,10000,"ShoulderFolders instantly convert any six cones into 12 color-coded activity stations. You simple remove the ""folders"" from their convenient storage location in your file drawer and slip them over the top of your cones. You're instantly provided with 12 f",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=976743&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,LEADUP SKILLS,CIRCUIT TEACHING MODULES,,School Specialty,30846,SET OF 6
Sportime Yuk-E-Balls - 3 1/2 inches - Set of 6 - Assorted Colors,34.99,10,,,New,10000,"At Sportime we're always searching for new materials and manufacturing techniques, so we can provide you with interest-grabbing activities tools to bring excitement to your gross-motor skills activities. Youck-E-Balls are a product of just such a search. ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029651&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,FINE MOTOR,STRENGHTENERS/FIDGETS,,School Specialty,30895,EACH
Abilitations CuddleLoop - For Ages 6 Months to 8 Years,29.99,10,,,New,10000,"CuddleLoop provides a tight, snugly, swaddle effect for all kids but is highly effective for kids with sensory processing challenges. Can be used in seated or lying position and can be knotted and wrapped to meet a particular comfort or need. Each loop is",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029543&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,BODY WORKS,WEIGHTS/RESISTANCE,,School Specialty,30940,EACH
Abilitations Shoe Heel Strike/Toe Off GaitSpots - Pair of 2,12.99,10,,,New,10000,"<img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=248343&encrypt=.jpg"" height=""200"" alt=""Image 1"" /> <p>Abilitations Gait Spots are a wonderful auditory tool for encouraging heel strike, toe off (push off), jumping, stepping",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1247562&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,MOBILITY,GAIT TRAINING,,School Specialty,31041,PAIR OF 2
Abilitations Integrations Larry Lizard Weighted Toy - 4 lb,54.99,10,,,New,10000,"This is such fun even the adults want to wear Larry. Durable, beautifully constructed weighted neck collar evenly distributes weight as a non-bulky alternative. The 4 lb. (1.8kg) weight is removable so Larry may be laundered. Larry loves to lounge in all ",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=785351&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,BODY WORKS,WEIGHTS/RESISTANCE,,School Specialty,31045,EACH
Abilitations FluffChair - Medium - 43 Inch Diameter - Blue,239.99,10,,,New,10000,"At first glance the Fluff Chair would appear to be a beanbag chair, but just one experience will make you certain of the difference. The secret is inside the chair. Each chair is made of a microfiber, velvet-lined fabric, double stitched with an easy-glid",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=782062&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,POSITIONING,MULTIPOSITIONAL,,School Specialty,31465,EACH
Abilitations FluffChair - Large - 50 Inch Diameter - Purple,266.99,10,,,New,10000,"At first glance the Fluff Chair would appear to be a beanbag chair, but just one experience will make you certain of the difference. The secret is inside the chair. Each chair is made of a microfiber, velvet-lined fabric, double stitched with an easy-glid",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=782070&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,POSITIONING,MULTIPOSITIONAL,,School Specialty,31467,EACH
Abilitations Gel E Seat - 10 x 10 - Green,38.99,10,,,New,10000,"<img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=248043&encrypt=.jpg"" height=""200"" alt=""Image 1"" /> <img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=46328&encrypt=.jpg"" height=""200"" alt=""Imag",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=781715&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,TACTILE/PRESSURE,,School Specialty,31471,EACH
Sportime Pebbles Footballs Junior Size 6,61.99,8,,,New,10000,"Pebbles Footballs utilize Sportime's exclusive foam-backed, deeply-embossed Pebbles material. Junior, size 6.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=766736&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,SPORTS,FOOTBALL/FLAG FOOTBALL,,School Specialty,31564,EACH
Future Horizons Special Needs Book - Ten Things Your Student with Autism Wishes You Knew,14.95,10,,,New,10000,"Ten Things Your Student With Autism Wishes You Knew was a shot heard throughout the worldwide autism community, branded by readers as required reading for all social service workers, teachers and relatives of children with autism. Now, this unique perspec",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=773853&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SPEECH,PERVASIVE DEVELOPMENTAL DELAYS,,School Specialty,31713,EACH
EXPO Original Dry Erase Marker - Fine Point - Assorted,6.19,10,,,New,10000,"Bold colors command attention even at a distance Erases cleanly and easily. For use on whiteboards, glass and nonporous surfaces. Fine Point Assorted <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestprodmsds/documents/image/msds_03177",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=762558&encrypt=.jpg,,,,,Art,WRITING,DRY ERASE MARKERS,ORIGINAL FINE,,School Specialty,31773,EACH
Sportime Pebbles Multi-Use Balls - 6 Inches - Set of 6 -Assorted Colors,73.99,8,,,New,10000,"Balls feature bright, primary and secondary colors; hand-conforming size; and a virtually slip proof, super-high-tack synthetic-leather material. Even though the properties of the synthetic leather are, in themselves, enough to assure adhesion between han",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029532&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,TEACHING/PLAY,,School Specialty,31809,SET OF 6
Sportime Pebbles Multi-Use Bals - 8 1/2 inch - Set of 6 - Assorted Colors,75.99,8,,,New,10000,"They were the one innocations product group of those at our new product evaluation meeting that people simply could not stop picking up and holding. What makes Pebbles so special are their bright, ""magnetic"", primary and secondary colors; their hand-confo",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=976742&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,TEACHING/PLAY,,School Specialty,31810,SET OF 6
Sportime Pebbles Tetherball - 10 1/2 inch - Multiple Colors,16.69,8,,,New,10000,"Cushioned for comfort and featuring our new super durable, high impact friendly anchor system. Latex free.</p> <b> </b> <ul> <li>Category: Leadup Skills / Tetherball</li> <li>Sold as a Single Unit</li> <li>Short name: Ball Tetherball Pebbles</li> <li>A Sc",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029536&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,TETHERBALLS,,School Specialty,31812,EACH
Big-Blue Volleyball Training System,25.49,8,,,New,10000,"Those who own it consider the incredibly-light velvet-soft-touch Big Blue to be the world's best Volleyball Trainer. Like all the other balls in the VB-Trainer category we invented, the Big Blue is 25% larger and significantly lighter than a regulation vo",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029443&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,SPORTS,VOLLEYBALL,,School Specialty,31890,EACH
Dom Pro Replacement Stick - 52 inches - Red,16.99,8,,,New,10000,"Dom Pro Replacement Sticks are great for advanced players, grades 10 and up. Solid fiberglass-rod insert provides moderate flex and incredible strength. Sticks are measured but to heal. Blade slips over shaft. Length-52"" (132.1cm).",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=767010&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,SPORTS,FLOOR HOCKEY,,School Specialty,32349,EACH
School Smart Binder Clips - Small - Set of 12,0.89,10,,,New,10000,"Engineered to conform to federal specifications, this versatile clip is made of tempered steel and nickeled wire handles. Choose size. Box of 12.</p> <b> </b> <ul> <li>Keep All Your Papers Organized</li> <li>Made of tempered steel and nickeled-wire handle",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=754948&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,BINDER CLIPS,,School Specialty,32397,PACK OF 12
School Smart Binder Clips - Medium - Pack of 12,1.89,10,,,New,10000,"Engineered to conform to federal specifications, this versatile clip is made of tempered steel and nickeled wire handles. Choose size. Box of 12.</p> <b> </b> <ul> <li>Keep All Your Papers Organized</li> <li>Made of tempered steel and nickeled-wire handle",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=754953&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,BINDER CLIPS,,School Specialty,32400,PACK OF 12
School Smart Binder Clips - Large - Pack of 12,3.89,10,,,New,10000,"Engineered to conform to federal specifications, this versatile clip is made of tempered steel and nickeled wire handles. Choose size. Box of 12.</p> <b> </b> <ul> <li>Keep All Your Papers Organized</li> <li>Made of tempered steel and nickeled-wire handle",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=754960&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,BINDER CLIPS,,School Specialty,32403,PACK OF 12
Abilitations ActiTable Adjustable Activity Table - 25 x 19 inches - White,221.99,10,,,New,10000,"This is the activity table you've been waiting for! Sent our way from the Blossomland Learning Center, this is the most coveted table for children and adults with special needs. The table features several hands-on objects that encourage sensory processing",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029571&encrypt=.jpg,,,,,Special Needs,SPECIAL NEEDS,SENSORY SOLUTIONS,CAUSE/EFFECT,,School Specialty,32584,EACH
School Smart Vinyl Coated Metal Paper Clips - Standard Size - Box of 800 - Assorted Colors,6.49,10,,,New,10000,Add some color with these vinyl coated metal paper clips. Smooth surface prevents snags and marks on paper. 800 standard-size paper clips of assorted colors in a clear plastic organizer box.</p> <b> </b> <ul> <li>Assorted Colors With Vinyl Coating</li> <l,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=763319&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,PAPER CLIPS,,School Specialty,32732,PACK OF 800
Champion Sports Multi-Position Batting Tee,41.49,8,,,New,10000,This Multi-Position Batting Tee helps improve batting skills for players of all levels. The rotating multi-position gear plus heavy-duty steel flange and support arm provide many options for learning better plate coverage. Height-adjustable ball holder ex,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1020853&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,SPORTS,BASEBALL/SOFTBALL,,School Specialty,32751,EACH
Outdoor KIN-BALL  sport ball - 40 inches - Blue,204.99,8,,,New,10000,"With this Outdoor KIN-BALL  sport ball, your students will have outrageous fun while gaining cooperative skills. The serving team attempts to loft the ball at least 6' toward a designated receiving team (serving team shouts out the color of the designated",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=794851&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,32953,EACH
Sportime TeamKatchers Mesh Net Baskets - Set of 6,69.99,8,,,New,10000,TeamKatchers simultaneously develop verbal and physical communication skills as 2 to 3 partners work together to achieve 1 common goal. That goal is to catch balls and other objects in a mesh-net basket whose goal area is nearly 3 times that of a traditio,No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029995&encrypt=.jpg,,,,,Physical Education,PHYSICAL EDUCATION,LEADUP SKILLS,THROWING/CATCHING,,School Specialty,33109,SET OF 6
Velcro Sticky Back Dot Rolls with Dispenser Box - 3/4 inch - Pack of 200 - Beige,19.19,10,,,New,10000,"3/4"" VELCRO brand hook and loop fastener coins that enable you to hold items in place. Ideal for displaying posters, charts, maps, etc. 200 sets/pkg.VELCRO brand and STICKY BACK are registered trademarks of Velcro Industries B.V.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=762667&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,MOUNTING,VELCRO,,School Specialty,35462,PACK OF 200
Sax 60 pound Block Printing Paper - 9 x 12 - 100 Sheets,9.09,10,,,New,10000,"Quality and economy in one versatile paper. Long fibers add strength and flexibility to withstand the rigors of hand printing techniques. A good proofing paper for all printing processes. 60 lb. 100 sheets/pkg. 9"" x 12"".",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=752308&encrypt=.jpg,,,,,Art,PAPER,ART PAPER,DECOR PAPER,,School Specialty,35765,PACK OF 100
School Smart Nickel Plated Loose Leaf Rings - 1 inch - Box of 100,9.49,10,,,New,10000,"Bright nickel-plated steel rings, feature easy opening and firm closure. They are ideal for loose memo filing, swatches, key rings, etc. 1"", 100/Box",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755863&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,BINDERS/BINDING,BINDER ACCESSORIES,,School Specialty,36975,PACK OF 100
School Smart Nickel Plated Loose Leaf Rings - 1 1/2 inch - Box of 100,12.39,10,,,New,10000,"Bright nickel-plated steel rings, feature easy opening and firm closure. They are ideal for loose memo filing, swatches, key rings, etc. 1-1/2"", 100/Box",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755870&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,BINDERS/BINDING,BINDER ACCESSORIES,,School Specialty,36978,PACK OF 100
School Smart Nickel Plated Loose Leaf Rings - 2 inch - Box of 50,9.59,10,,,New,10000,"Bright nickel-plated steel rings, feature easy opening and firm closure. They are ideal for loose memo filing, swatches, key rings, etc. 2"", 50/Box (various sizes shown)",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755878&encrypt=.jpg,,,,,Art,OFFICE SUPPLIES,BINDERS/BINDING,BINDER ACCESSORIES,,School Specialty,36981,PACK OF 50
Crayola Expressions Assorted Shapes MiniStamper Markers - Set of 10,4.99,19,,,New,10000,"Fun designs molded into the tips of these wahsable mini stampers. Set includes: music note, lips, exclamation point, asterisks, heart, swirl, smiley face, star, question mark and eye. <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestp",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029922&encrypt=.jpg,,,,,Art,ART SUPPLIES,CRAFTS,DECORATIVE CRAFTS,,School Specialty,37979,SET OF 10
Paper Mate Liquid Flair Extra Fine Tip Felt Porous Pens - Black,2.29,10,,,New,10000,"The polymer tip is designed for durability. It will produce a clean line for the life of the pen. The translucent barrel lets you monitor the ink level. Acid-free, water and fade resistant ink. .3mm extra fine tip. Black.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755971&encrypt=.jpg,,,,,Art,WRITING,POROUS POINT,FIBER TIP,,School Specialty,38136,EACH
Paper Mate Liquid Flair Extra Fine Tip Felt Porous Pen - Red,2.29,10,,,New,10000,"The polymer tip is designed for durability. It will produce a clean line for the life of the pen. The translucent barrel lets you monitor the ink level. Acid-free, water and fade resistant ink. .3mm extra fine tip. Red.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755978&encrypt=.jpg,,,,,Art,WRITING,POROUS POINT,FIBER TIP,,School Specialty,38137,EACH
Paper Mate Liquid Flair Extra Fine Tip Felt Porous Pen - Blue,2.29,10,,,New,10000,"The polymer tip is designed for durability. It will produce a clean line for the life of the pen. The translucent barrel lets you monitor the ink level. Acid-free, water and fade resistant ink. .3mm extra fine tip. Blue.",No,No,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755988&encrypt=.jpg,,,,,Art,WRITING,POROUS POINT,FIBER TIP,,School Specialty,38138,EACH
