Title,Price,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Condition,Quantity,Description 1,Description 2,Description 3,Description 4,Description 5,Description 6,Description 7,Description 8,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Policy,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM,META_purchaseCost,META_fullCost,META_sellPrice
BIC Round Stic Medium Point Ballpoint Pen - Pack of 12 - Blue,1.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"America's favorite pen. Bic's polypropylene barrel is lightweight and designed to fit comfortably in your hand. Tough, durable tungsten carbide point provides smooth writing every time. Blue Medium Point, dozen.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757761&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,027469,PACK OF 12,$1.12,$1.29,1.49
BIC Round Stic Fine Point Ballpoint Pen - Pack of 12 - Blue,1.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"America's favorite pen. Bic's polypropylene barrel is lightweight and designed to fit comfortably in your hand. Tough, durable tungsten carbide point provides smooth writing every time. Blue Fine Point, dozen.</p> <b> </b> <ul> <li>Sold As Pack of 12</li>", <li>Short name: Pen Ballpoint Round Stic Blue Fine Pack Of 12</li> <li>Bic Brand of Products</li> <li>Typical Use: School Supplies / Pens - Pencils - Markers / Pens</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757792&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,027470,PACK OF 12,$1.12,$1.29,1.49
Crayola No-Run White School Glue in Squeeze Bottle - 4 Ounces,1.59,Hardware,"Adhesives, Coatings & Sealants",Glues,White Glue,,,New,10000,Easy-to-use washable white school glue from Crayola. Features an exclusive no-run formula and a no-lose cap that eliminates clogging and messiness. 4 oz handy squeeze bottle. <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestprodmsds/d,ocuments/image/msds_027626.pdf 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='MSDS Sheet Download' /><br />MSDS download for Crayola No-Run White School Glue in Sque,eze Bottle - 4 Ounces</a></p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=774240&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,GLUE/ADHESIVES,WHITE/GEL,,School Specialty,027626,EACH,$1.19,$1.37,1.59
School Smart Binder Clips - Small - Set of 12,.89,Office Supplies,General Supplies,Paper Clips & Clamps,,,,New,10000,"Engineered to conform to federal specifications, this versatile clip is made of tempered steel and nickeled wire handles. Choose size. Box of 12.</p> <b> </b> <ul> <li>Keep All Your Papers Organized</li> <li>Made of tempered steel and nickeled-wire handle",s</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=754948&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,BINDER CLIPS,,School Specialty,032397,PACK OF 12,$0.67,$0.77,.89
School Smart Binder Clips - Medium - Pack of 12,1.89,Office Supplies,General Supplies,Paper Clips & Clamps,,,,New,10000,"Engineered to conform to federal specifications, this versatile clip is made of tempered steel and nickeled wire handles. Choose size. Box of 12.</p> <b> </b> <ul> <li>Keep All Your Papers Organized</li> <li>Made of tempered steel and nickeled-wire handle",s</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=754953&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,BINDER CLIPS,,School Specialty,032400,PACK OF 12,$1.42,$1.63,1.89
School Smart Binder Clips - Large - Pack of 12,3.89,Office Supplies,General Supplies,Paper Clips & Clamps,,,,New,10000,"Engineered to conform to federal specifications, this versatile clip is made of tempered steel and nickeled wire handles. Choose size. Box of 12.</p> <b> </b> <ul> <li>Keep All Your Papers Organized</li> <li>Made of tempered steel and nickeled-wire handle",s</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=754960&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,BINDER CLIPS,,School Specialty,032403,PACK OF 12,$2.92,$3.36,3.89
Prang Hygieia Dustless Chalkboard Chalk - Pack of 12 - Yellow,.89,Office Supplies,Office Instruments,Writing & Drawing Instruments,Chalk,,,New,10000,"High quality, 95% pure calcium carbonate chalk assures clean, distinct marks and maximum visibility. Erasing is easy and dustless! Recommended for composition boards only. Sold by the 12-stick box. <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/",public/@guestprodmsds/documents/image/msds_034265.pdf 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='MSDS Sheet Download' /><br />MSDS download for Prang Hygieia Dus,tless Chalkboard Chalk - Pack of 12 - Yellow</a></p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=775403&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,CHALK,CHALKBOARD,,School Specialty,034265,PACK OF 12,$0.67,$0.77,.89
UHU Glue Sticks - Clear 1.41 oz. Dries clear. Twist-up applicator.,2.99,Hardware,"Adhesives, Coatings & Sealants",Glues,Glue Gun Sticks,,,New,10000,"Glides on paper, cardboard, fabric, arts and crafts without strings or clumps and bonds strongly. Screw-on cap helps prevent glue from drying out. The washable, non-toxic, acid-free formulation is archival safe. Dries clear. Twist-up applicator. Clear 1.4",1 oz. <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestprodmsds/documents/image/msds_037091.pdf 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='M,SDS Sheet Download' /><br />MSDS download for UHU Glue Sticks - Clear 1.41 oz. Dries clear. Twist-up applicator.</a></p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=762654&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,GLUE/ADHESIVES,GLUE STICK,,School Specialty,037091,EACH,$2.24,$2.58,2.99
Swirl Double-Ended Pen - Red/Blue,1.19,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,An excellent checking pen for any teacher. Fine point smoothly flows Red ink on one end and Blue on the other. A handy pen around the office too! <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestprodmsds/documents/image/msds_037227.pd,f 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='MSDS Sheet Download' /><br />MSDS download for Swirl Double-Ended Pen - Red/Blue</a></p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756886&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,037227,EACH,$0.89,$1.02,1.19
Swirl Double-Ended Pen - Red or Black,1.19,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,An excellent checking pen for any teacher. Fine point smoothly flows Red ink on one end and Black on the other. A handy pen around the office too! (Red/Blue pen shown.),,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756891&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,037230,EACH,$0.89,$1.02,1.19
School Smart Low-Profile Acrylic Clipboards - Assorted,3.59,Office Supplies,Office Instruments,Clipboards,,,,New,10000,"Easy to stack, durable, translucent injection molded plastic with smooth edges and built-in hanging hooks. Letter size 12-3/8"" x 8-7/8"" x 5/8"". Green, Yellow, Blue, Red or Transparent. Sorry, no color choice.</p> <b> </b> <ul> <li>Each (Sorry, No Color Ch",oice)</li> <li>Smooth edges and hanging hook</li> <li>Letter size</li> <li>Perfect for classroom or office use</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755898&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,CLIPBOARDS,,School Specialty,038075,EACH,$2.69,$3.09,3.59
Dixon Oriole Number 2 Round Wood Pencils with Latex Free Erasers - Pack of 12,2.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pencils,Writing Pencils,New,10000,Hexagonal wood pencil with rounded edges. Bonded for break-resistant writing. Soft latex free erasers for clean corrections. PMA certified non-toxic. #2. <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestprodmsds/documents/image/msds_0,38109.pdf 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='MSDS Sheet Download' /><br />MSDS download for Dixon Oriole Number 2 Round Wood Pencils with Latex Free Eras,ers - Pack of 12</a></p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=762245&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,PENCILS,STANDARD,,School Specialty,038109,PACK OF 12,$1.72,$1.98,2.29
Paper Mate Liquid Flair Extra Fine Tip Felt Porous Pens - Black,2.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"The polymer tip is designed for durability. It will produce a clean line for the life of the pen. The translucent barrel lets you monitor the ink level. Acid-free, water and fade resistant ink. .3mm extra fine tip. Black.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755971&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,POROUS POINT,FIBER TIP,,School Specialty,038136,EACH,$1.72,$1.98,2.29
Paper Mate Liquid Flair Extra Fine Tip Felt Porous Pen - Red,2.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"The polymer tip is designed for durability. It will produce a clean line for the life of the pen. The translucent barrel lets you monitor the ink level. Acid-free, water and fade resistant ink. .3mm extra fine tip. Red.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755978&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,POROUS POINT,FIBER TIP,,School Specialty,038137,EACH,$1.72,$1.98,2.29
Paper Mate Liquid Flair Extra Fine Tip Felt Porous Pen - Blue,2.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"The polymer tip is designed for durability. It will produce a clean line for the life of the pen. The translucent barrel lets you monitor the ink level. Acid-free, water and fade resistant ink. .3mm extra fine tip. Blue.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755988&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,POROUS POINT,FIBER TIP,,School Specialty,038138,EACH,$1.72,$1.98,2.29
School Smart Medium Point Round Stick Pen - Pack of 12 - Black,1.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"Smooth writing quality pen in medium or fine point. Reliable for everyday use. Color coded cap with pocket clip.</p> <b> </b> <ul> <li>Pack of 12</li> <li>Great everyday pen</li> <li>Smooth writing, medium point</li> <li>Pocket-clip cap matches ink color<",/li> <li>Reliable performance</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758641&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,038158,PACK OF 12,$0.97,$1.12,1.29
School Smart Medium Point Round Stick Pen - Pack of 12 - Red,1.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"Smooth writing quality pen in medium or fine point. Reliable for everyday use. Color coded cap with pocket clip.</p> <b> </b> <ul> <li>Pack of 12</li> <li>Great everyday pen</li> <li>Smooth writing, medium point</li> <li>Pocket-clip cap matches ink color<",/li> <li>Reliable performance</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758648&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,038159,PACK OF 12,$0.97,$1.12,1.29
School Smart Medium Point Round Stick Pen - Pack of 12 - Blue,1.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"Smooth writing quality pen in medium or fine point. Reliable for everyday use. Color coded cap with pocket clip.</p> <b> </b> <ul> <li>Pack of 12</li> <li>Great everyday pen</li> <li>Smooth writing, medium point</li> <li>Pocket-clip cap matches ink color<",/li> <li>Reliable performance</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758654&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,038160,PACK OF 12,$0.97,$1.12,1.29
School Smart Fine Tip Round Stick Pen - Pack of 12 - Black,1.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"Smooth writing quality pen in medium or fine point. Reliable for everyday use. Color coded cap with pocket clip.</p> <b> </b> <ul> <li>Pack of 12</li> <li>Great everyday pen</li> <li>Smooth writing, fine point</li> <li>Pocket-clip cap matches ink color</l",i> <li>Reliable performance</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758667&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,038162,PACK OF 12,$0.97,$1.12,1.29
School Smart Fine Point Round Stick Pen - Pack of 12 - Red,1.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"Smooth writing quality pen in medium or fine point. Reliable for everyday use. Color coded cap with pocket clip.</p> <b> </b> <ul> <li>Pack of 12</li> <li>Great everyday pen</li> <li>Smooth writing, fine point</li> <li>Pocket-clip cap matches ink color</l",i> <li>Reliable performance</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758674&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,038163,PACK OF 12,$0.97,$1.12,1.29
School Smart Fine Point Round Stick Pen - Pack of 12 - Blue,1.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"Smooth writing quality pen in medium or fine point. Reliable for everyday use. Color coded cap with pocket clip.</p> <b> </b> <ul> <li>Pack of 12</li> <li>Great everyday pen</li> <li>Smooth writing, fine point</li> <li>Pocket-clip cap matches ink color</l",i> <li>Reliable performance</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=758680&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,038164,PACK OF 12,$0.97,$1.12,1.29
School Smart Full Strip Stapler,5.79,Office Supplies,General Supplies,Staples,,,,New,10000,"High quality, economical metal stapler. Anvil rotates for stapling or pinning. Full non-skid rubber foot for handling comfort. Staple up to 10 sheets of 20 lb. paper.</p> <b> </b> <ul> <li>Sold as Single Unit</li> <li>All metal construction with rubber pa",d for comfort</li> <li>Full strip staple capacity</li> <li>No-jam design</li> <li>Staples up to 15 sheets</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755637&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,STAPLING/ACCESSORIES,MANUAL STAPLER,,School Specialty,038178,EACH,$4.34,$4.99,5.79
X-ACTO SchoolPro Electric Pencil Sharpener - 6 1/2 x 4 x 5 1/5 inches - Blue and Grey,42.99,Office Supplies,Office Instruments,Pencil Sharpeners,,,,New,10000,"The first electric sharpener designed specifically with the classroom environment in mind. Its quiet operation means less classroom disruption. The heavy-duty motor with automatic ""pencil-stop"" provides a quick point without over sharpening on wood, compo",site or recycled pencils. The extra large see-through receptacle means more time sharpening and less time cleaning. Automatic shut off prevents overheating. Sharpener will not operate without receptacle properly in place. The classroom-tested outer case i,"s designed to take a beating while the non-skid feet help keep the unit in place. Measures 6 1/2""H x 4""W x 5 1/5""D.<br><br><br><p><a href=""http://store.schoolspecialtyonline.net/OA_HTML/ibcGetAttachment.jsp?cItemId=769120&encrypt=.jpg""target=""_blank"">Clic",k for Larger Image - Opens in New Window</a></p>,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=769120&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,SHARPENERS,ELECTRIC,,School Specialty,038342,EACH,$32.24,$37.08,42.99
Elmer's Acid-Free Rubber Cement - 4 oz. jar with brush in cap.,2.19,Hardware,"Adhesives, Coatings & Sealants",Glues,Rubber Cement,,,New,10000,"All the no-wrinkle, clear dry, waterproof advantages of rubber cement in an acid-free formula that is safe for photographs and artwork. Easy to use, brush-on formula. Fast-drying so excess can be rubbed away quickly. 4 oz. jar with brush in cap.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=761537&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,GLUE/ADHESIVES,RUBBER CEMENT,,School Specialty,038443,EACH,$1.64,$1.89,2.19
School Smart Water Base Correction Fluid - .74 oz.,1.59,Office Supplies,General Supplies,Correction,"Correction Fluids, Pens & Tapes",,,New,10000,"Applies and dries smoothly and evenly. Internal mixing bead mixes fluid quickly and easily. Works well on typewriting, handwriting, photocopies, faxes, laser and inkjet prints. Brush applicator. 22 ml (.74 oz) bottle. Non-Toxic.</p> <b> </b> <ul> <li>Sold", Individually</li> <li>Non-flammable water based formula</li> <li>Low odor and non-toxic</li> <li>Brush applicator and mixing ball</li> <li>School Smart - A Great Value!</li> </ul> <p> <p><a href='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guest,prodmsds/documents/image/msds_038842.pdf 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='MSDS Sheet Download' /><br />MSDS download for School Smart Water Base Correc,tion Fluid - .74 oz.</a></p>,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=763445&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,CORRECTION FLUID/TAPE,FLUID/PENS,,School Specialty,038842,EACH,$1.19,$1.37,1.59
BIC Brite Liner Highlighters - Set of 5 - Assorted Colors,3.29,Office Supplies,Office Instruments,Writing & Drawing Instruments,Markers & Highlighters,,,New,10000,"Pen-style highlighter for computer reports and other small scale applications. Durable chisel point tip. 5-color set includes one each: Yellow, Pink, Blue, Orange and Green.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757416&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,HIGHLIGHTERS,PEN,,School Specialty,038857,SET OF 5,$2.47,$2.84,3.29
School Smart Paper Punch,1.09,Office Supplies,Paper Handling,Hole Punches,,,,New,10000,"Top-quality nickel plated punch with pressed steel knurled handles. Includes clipping receptacle. Ideal for punching lunch tickets and loose-leaf sheets. Will punch up to 10 sheets of 16 lb. paper. 1/4"" round die.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=762156&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,PUNCHES,MANUAL,,School Specialty,039423,EACH,$0.82,$0.94,1.09
Merriam-Webster Thesaurus - 4 3/16 x 6 7/8 inches - Paperback,6.29,Office Supplies,Office Equipment,Electronic Dictionaries & Translators,,,,New,10000,"Synonyms are listed in a sensible, easy to use alphabetical order, with a brief definitions describing shared meanings. More than 150,000 synonyms, antonyms, idioms, related words, and contrasted words are included in this book. Paperback, 4 3/16"" x 6 7/8",""", 688 pages. Gr. 7-12.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=753388&encrypt=.jpg,,,,,SCHOOL SUPPLIES,BASIC SUPPLIES,RESEARCH AND REFERENCE,THESAURUS,,School Specialty,040281,EACH,$4.72,$5.43,6.29
Scotch Transparent Tape In Dispenser - 1/2 x 450 inches,1.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Original Scotch tape. Use for all your classroom mending needs. Non-yellowing even after long periods of time. 1/2"" x 450""",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755948&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040488,EACH,$1.12,$1.29,1.49
Scotch 600 Transparent Tape - 1/2 inch x 36 yards - 1 inch Core,2.99,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"An excellent mending and holding tape that won't dry out. 1001 school uses. Use to reinforce spines, position artwork in collages, mend notebooks, etc. Non-yellowing even after long periods. 1/2"" x 36 yds., 1"" Core",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755345&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040533,EACH,$2.24,$2.58,2.99
Scotch 600 Transparent Tape - 3/4 inch x 36 yards - 1 inch Core,3.49,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"An excellent mending and holding tape that won't dry out. 1001 school uses. Use to reinforce spines, position artwork in collages, mend notebooks, etc. Non-yellowing even after long periods. 3/4"" x 36 yds., 1"" Core",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755356&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,TAPE,TRANSPARENT TAPE,,School Specialty,040536,EACH,$2.62,$3.01,3.49
Post-it Notes - 1 1/2 x 2 - 100 Sheets Per Pad - Pack of 12 - Canary Yellow,7.49,Office Supplies,General Supplies,Paper Products,Sticky Notes,,,New,10000,"Since their introduction in 1980, Post-it Notes have forever changed the way we communicate. With their unique, removable, repositionable adhesive and high-quality paper-they are available in sizes suitable for quick notes or longer messages. 1-1/2"" x 2"" ",sold as package of 12. 100 sheets/pad.,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=753749&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,SELF STICKING NOTES,NOTES,,School Specialty,040548,PACK OF 12,$5.62,$6.46,7.49
Scotch Book Tape 845 - 2 inches x 15 yards,7.99,Office Supplies,General Supplies,Adhesives,Office Tape,,,New,10000,"Transparent, pressure-sensitive, conforms to whatever it's on. Ideal for repairing, reinforcing and protecting books, magazines and album covers. Use also for hinging and laminating. Can be marked on with most permanent ink. 2"" x 15 yd. roll has 3"" core. ","Use with Scotch Tape System Applicator 005211.</p> <b> </b> <ul> <li>One Roll</li> <li>Transparent tape for repairing, reinforcing and protecting bound edges and surfaces</li> <li>Ideal for use on books, magazines, pamphlets, documents and more</li> <li>D","urable, conformable tape is easy to use</li> <li>Acid free</li> </ul> <p>",,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755708&encrypt=.jpg,,,,,SCHOOL SUPPLIES,OFFICE SUPPLIES,TAPE,MASKING TAPE,,School Specialty,040575,EACH,$5.99,$6.89,7.99
