Title,Price,Cat_ID,Sub-subcategory,Condition,Quantity,Description,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM
111 Acco Brands Butterfly Small Number 2 Paper Clips - 1 1/2 inches - Pack of 50 - Silver,1.29,10,,New,10000,"These clips are perfect for large numbers of papers or thick papers. They are priced per box. #1, 1-1/2"", 50/Box</p> <b> </b> <ul> <li>Box of 50</li> <li>Size #1 - 1 1/2""</li> <li>Metal</li> <li>A great alternative to paper clips</li> <li>Holds larger sta",No,No,0,Call for return authorization within 15 days,,,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=788308&encrypt=.jpg,,,,,Office,OFFICE SUPPLIES,CLIPS/FASTENERS/RUBBER BANDS,PAPER CLIPS,,School Specialty,69,PACK OF 50
